WDPAID,median,upper,lower
36841,0.328,0.432,0.28
36773,0.222,0.307,0.125
555556068,0.31,0.385,0.256
7864,0.263,0.421,0.168
36556,0.271,0.431,0.17
36253,0.241,0.358,0.202
36484,0.194,0.282,0.127
36859,0.366,0.481,0.281
37122,0.367,0.505,0.292
40747,0.38,0.585,0.232
36736,0.305,0.432,0.197
303944,0.231,0.315,0.136
36661,0.183,0.269,0.117
37123,0.364,0.508,0.27
36934,0.381,0.485,0.303
7845,0.381,0.485,0.303
300915,0.46,0.676,0.379
36538,0.152,0.202,0.114
36401,0.149,0.186,0.127
36620,0.301,0.493,0.171
40853,0.328,0.508,0.241
29520,0.274,0.367,0.161
40846,0.388,0.545,0.282
26457,0.327,0.457,0.239
37124,0.286,0.375,0.163
36654,0.189,0.265,0.14
40826,0.293,0.368,0.181
303940,0.282,0.444,0.136
67970,NA,NA,NA
2327,0.337,0.504,0.232
40860,0.33,0.477,0.218
40861,0.33,0.477,0.218
36886,0.376,0.501,0.279
37125,0.175,0.328,0.131
555558303,0.242,0.351,0.143
40673,0.4,0.576,0.292
40748,0.342,0.521,0.21
40877,0.352,0.516,0.27
26505,0.261,0.428,0.17
903104,NA,NA,NA
37034,NA,NA,NA
36823,0.272,0.352,0.213
36816,0.342,0.475,0.263
4488,0.233,0.382,0.128
9264,0.251,0.39,0.122
300881,0.427,0.646,0.327
26572,0.33,0.477,0.218
37126,0.339,0.476,0.257
37128,0.267,0.42,0.175
26463,0.323,0.435,0.237
40698,0.347,0.499,0.27
40699,0.324,0.441,0.239
36670,0.196,0.32,0.13
37129,0.213,0.383,0.136
40770,0.338,0.515,0.208
40771,0.352,0.529,0.206
40772,0.338,0.517,0.208
40749,0.38,0.585,0.232
26506,0.293,0.468,0.147
2254,0.187,0.279,0.111
37130,0.194,0.259,0.153
5160,0.178,0.28,0.119
40878,0.332,0.492,0.264
37131,0.267,0.42,0.175
36865,0.318,0.451,0.257
300960,0.274,0.367,0.161
36442,0.211,0.394,0.149
40794,0.341,0.474,0.243
36435,0.189,0.305,0.143
36929,0.363,0.457,0.295
36969,0.395,0.478,0.33
37039,0.353,0.503,0.262
40773,0.358,0.535,0.21
36674,0.196,0.32,0.13
7522,0.34,0.482,0.191
36263,0.269,0.454,0.197
36239,0.241,0.434,0.161
36181,0.272,0.383,0.205
36754,0.286,0.419,0.21
300821,0.286,0.433,0.211
28559,0.255,0.385,0.159
36201,0.255,0.332,0.213
29409,0.453,0.618,0.284
29069,0.451,0.617,0.283
29549,0.247,0.347,0.15
2322,0.378,0.685,0.213
29605,0.205,0.294,0.153
317194,0.321,0.573,0.175
36224,0.301,0.51,0.213
36869,0.323,0.451,0.222
33510,0.208,0.352,0.163
36436,0.182,0.225,0.155
36498,0.19,0.29,0.134
36704,0.252,0.386,0.119
36347,0.261,0.451,0.194
5164,0.235,0.327,0.164
36899,0.26,0.308,0.217
36647,0.181,0.271,0.123
36321,0.241,0.358,0.202
36711,0.285,0.482,0.161
29435,0.217,0.293,0.17
40700,0.347,0.499,0.27
36342,0.268,0.42,0.207
300807,0.174,0.302,0.131
29425,0.233,0.324,0.159
36427,0.192,0.302,0.145
29453,0.245,0.381,0.193
28568,0.246,0.389,0.15
725,0.274,0.367,0.161
40862,0.327,0.478,0.218
29615,0.359,0.455,0.211
300794,0.297,0.406,0.19
29417,0.232,0.344,0.193
29380,0.456,0.706,0.324
555556061,0.275,0.41,0.175
28569,0.236,0.402,0.15
36730,0.301,0.477,0.212
29367,0.234,0.342,0.174
555556058,0.248,0.388,0.17
145529,0.439,0.66,0.298
2328,0.385,0.685,0.215
37132,0.325,0.446,0.25
28551,0.247,0.409,0.144
36475,0.209,0.293,0.128
36288,0.246,0.328,0.214
36265,0.269,0.454,0.197
352617,0.48,0.708,0.23
37133,0.247,0.361,0.132
29446,0.275,0.501,0.219
28534,0.226,0.439,0.153
37134,0.19,0.297,0.133
36458,0.23,0.414,0.156
37136,0.255,0.326,0.159
868,NA,NA,NA
903105,0.243,0.41,0.176
7872,0.244,0.41,0.173
36170,0.303,0.447,0.23
36418,0.289,0.436,0.189
300905,0.359,0.497,0.226
300892,0.376,0.565,0.293
36202,0.269,0.454,0.197
31330,0.439,0.66,0.298
300776,0.197,0.34,0.16
29375,0.208,0.352,0.163
40795,0.341,0.474,0.243
37137,0.23,0.3,0.14
36604,0.319,0.508,0.171
29500,0.389,0.58,0.308
36336,0.261,0.449,0.197
32995,0.191,0.276,0.12
29373,0.228,0.382,0.173
352627,0.485,0.747,0.227
40796,0.362,0.514,0.265
40848,0.323,0.435,0.234
40849,0.292,0.378,0.19
300836,0.261,0.428,0.17
36440,0.203,0.381,0.146
300813,0.364,0.475,0.23
28560,0.259,0.414,0.154
29514,0.425,0.634,0.334
303952,0.405,0.621,0.28
40752,0.377,0.589,0.252
40811,0.365,0.555,0.267
303960,0.407,0.624,0.282
40812,0.405,0.624,0.284
672,0.366,0.55,0.27
5150,0.366,0.55,0.27
36233,0.275,0.443,0.193
36598,0.268,0.396,0.181
36692,0.19,0.254,0.114
303948,0.285,0.435,0.197
40730,0.337,0.477,0.255
5168,0.307,0.483,0.141
29394,0.214,0.332,0.146
40798,0.364,0.516,0.265
40797,0.364,0.516,0.265
36374,0.154,0.22,0.123
36269,0.246,0.406,0.175
36468,0.165,0.207,0.136
36900,0.269,0.317,0.218
28536,0.234,0.441,0.158
300797,0.281,0.386,0.194
26462,0.332,0.48,0.169
40863,0.354,0.521,0.236
40814,0.319,0.477,0.244
29535,0.481,0.691,0.406
36496,0.19,0.29,0.134
342670,0.401,0.549,0.246
11609,0.401,0.549,0.246
40835,0.293,0.426,0.214
40834,0.293,0.368,0.181
29983,0.357,0.458,0.298
36361,0.181,0.218,0.15
300861,0.399,0.588,0.299
29585,NA,NA,NA
26441,0.268,0.358,0.153
5155,0.33,0.477,0.218
40864,0.33,0.477,0.218
555512167,0.316,0.414,0.238
300887,0.444,0.62,0.365
40753,0.389,0.588,0.261
40850,0.296,0.411,0.208
40827,0.292,0.378,0.19
40754,0.392,0.6,0.27
4489,0.196,0.313,0.131
36621,0.311,0.481,0.183
303941,0.257,0.387,0.132
36573,0.208,0.295,0.142
29644,0.281,0.386,0.194
40755,0.373,0.579,0.228
40871,0.32,0.454,0.184
36606,0.319,0.508,0.171
40674,0.343,0.467,0.257
29339,0.255,0.361,0.187
300880,0.381,0.629,0.293
313432,0.236,0.402,0.15
597,0.219,0.333,0.115
28545,0.236,0.387,0.153
29419,0.216,0.288,0.17
352619,0.469,0.639,0.245
28561,0.252,0.395,0.138
300768,0.214,0.341,0.163
313430,0.236,0.402,0.15
28562,0.265,0.424,0.152
40856,0.325,0.522,0.239
29497,0.422,0.642,0.325
40731,NA,NA,NA
36763,0.252,0.376,0.173
36397,0.185,0.223,0.148
671,0.28,0.371,0.16
40890,0.244,0.317,0.175
36272,0.23,0.373,0.189
36522,0.155,0.193,0.134
36530,0.189,0.233,0.153
303953,0.244,0.317,0.175
36768,0.257,0.387,0.17
40854,0.324,0.499,0.239
36508,0.204,0.28,0.11
36499,0.189,0.246,0.14
36226,0.236,0.408,0.172
36400,0.289,0.436,0.189
36535,0.24,0.306,0.167
40887,0.314,0.404,0.166
36294,0.251,0.299,0.192
300726,0.247,0.347,0.121
342659,0.455,0.634,0.279
342661,0.459,0.625,0.277
351088,0.227,0.332,0.176
33049,0.227,0.332,0.176
40828,NA,NA,NA
36631,0.288,0.479,0.185
36726,0.315,0.494,0.211
36688,0.311,0.486,0.174
26507,0.238,0.397,0.136
26535,0.289,0.454,0.139
342671,0.332,0.518,0.22
26536,0.231,0.358,0.135
36651,0.181,0.271,0.123
36649,0.181,0.271,0.123
36412,0.217,0.334,0.172
40892,0.377,0.469,0.258
40675,0.343,0.467,0.257
40774,0.358,0.55,0.217
36844,0.275,0.386,0.212
29424,0.216,0.359,0.172
300739,0.2,0.303,0.166
300778,0.209,0.334,0.166
300783,0.253,0.358,0.153
300784,0.224,0.363,0.175
300787,0.253,0.358,0.153
300788,0.268,0.374,0.176
300791,0.268,0.358,0.156
300792,0.309,0.383,0.17
300802,0.317,0.388,0.172
300804,0.348,0.512,0.232
300805,0.346,0.447,0.2
300741,0.219,0.316,0.152
300806,0.376,0.547,0.274
300811,0.362,0.541,0.259
300812,0.403,0.536,0.27
300816,0.346,0.447,0.2
300817,0.356,0.508,0.227
300819,0.355,0.501,0.208
300820,0.249,0.32,0.157
300822,0.37,0.501,0.227
300823,0.366,0.534,0.24
300827,0.37,0.501,0.227
300755,0.242,0.342,0.16
300828,0.422,0.608,0.323
300830,0.391,0.598,0.299
300831,0.366,0.534,0.24
300833,0.285,0.433,0.211
300834,0.25,0.313,0.154
300835,0.286,0.433,0.211
300837,0.433,0.635,0.332
300839,0.366,0.534,0.24
300840,0.33,0.527,0.224
300843,0.337,0.504,0.257
300756,0.24,0.334,0.156
300844,0.426,0.624,0.313
300846,0.354,0.532,0.267
300847,0.353,0.614,0.263
300848,0.351,0.525,0.262
300849,0.354,0.532,0.267
300851,0.396,0.584,0.295
300852,0.399,0.588,0.299
300854,0.394,0.63,0.295
300855,0.399,0.588,0.299
300856,0.435,0.624,0.358
300770,0.197,0.34,0.16
300857,0.427,0.636,0.294
300859,0.435,0.624,0.358
300860,0.36,0.573,0.249
300864,0.368,0.596,0.288
300865,0.399,0.588,0.299
300890,0.455,0.639,0.394
300891,0.448,0.656,0.368
300900,0.481,0.691,0.406
300901,0.331,0.446,0.226
300912,0.38,0.581,0.29
300772,0.264,0.351,0.158
300926,0.34,0.57,0.246
300928,0.385,0.557,0.282
300929,0.321,0.419,0.224
300933,0.441,0.624,0.362
300934,0.466,0.678,0.369
300937,0.385,0.557,0.282
300938,0.312,0.433,0.216
300939,0.422,0.591,0.296
300940,0.265,0.359,0.168
300944,0.274,0.367,0.161
300773,0.244,0.343,0.15
300945,0.263,0.362,0.137
300951,0.274,0.368,0.163
300952,0.448,0.637,0.325
300953,0.305,0.379,0.197
300954,0.274,0.367,0.161
300956,0.292,0.373,0.18
300959,0.292,0.373,0.18
301724,0.278,0.393,0.197
300774,0.21,0.319,0.181
300777,0.209,0.334,0.166
20171,0.313,0.535,0.22
29462,0.335,0.559,0.25
9545,0.258,0.341,0.136
7523,0.259,0.342,0.136
29463,0.252,0.342,0.2
37009,0.354,0.441,0.246
37010,0.343,0.433,0.245
20299,0.283,0.357,0.218
342673,0.252,0.373,0.176
36340,0.312,0.428,0.219
36354,0.259,0.389,0.143
36228,0.242,0.421,0.173
40840,0.306,0.467,0.23
36438,0.205,0.366,0.144
7863,0.265,0.385,0.189
36583,0.264,0.384,0.183
903106,0.254,0.447,0.183
36225,0.277,0.47,0.211
26442,0.257,0.383,0.16
36717,0.19,0.269,0.144
36415,0.275,0.417,0.185
36251,0.266,0.438,0.201
29352,0.198,0.252,0.158
36234,0.241,0.434,0.161
26553,0.272,0.36,0.159
36291,0.248,0.322,0.213
36207,0.325,0.485,0.226
36456,0.182,0.349,0.127
40676,0.338,0.479,0.257
36344,0.276,0.426,0.209
36199,0.267,0.453,0.21
28570,0.224,0.335,0.137
36318,0.252,0.341,0.207
36194,0.267,0.453,0.21
36250,0.266,0.438,0.201
32999,0.377,0.508,0.289
36478,0.194,0.281,0.126
36633,0.315,0.493,0.196
36659,0.183,0.269,0.117
36322,0.279,0.43,0.222
36387,0.191,0.235,0.137
36243,0.24,0.407,0.176
29404,0.212,0.317,0.162
36410,0.311,0.481,0.183
29379,0.223,0.322,0.185
300966,NA,NA,NA
36588,0.264,0.384,0.183
36567,0.258,0.403,0.181
36200,0.255,0.332,0.213
29594,0.382,0.545,0.283
36665,0.196,0.32,0.13
36196,0.252,0.396,0.203
36380,0.218,0.261,0.176
36381,0.218,0.261,0.176
300850,0.424,0.663,0.331
352622,0.456,0.657,0.242
303954,0.381,0.514,0.273
26449,0.237,0.32,0.17
36854,0.281,0.398,0.205
68153,0.345,0.454,0.173
866,0.416,0.611,0.251
28549,0.238,0.475,0.168
36699,0.225,0.353,0.117
36349,0.234,0.423,0.135
40677,0.361,0.618,0.256
36721,0.329,0.481,0.231
40756,0.389,0.572,0.255
2344,0.246,0.406,0.144
555556066,0.269,0.404,0.164
29499,0.365,0.597,0.275
7517,0.234,0.344,0.145
29484,0.378,0.65,0.265
7518,0.238,0.343,0.153
670,0.327,0.511,0.187
28571,0.241,0.383,0.149
29371,0.208,0.352,0.163
40836,0.306,0.467,0.229
36501,0.24,0.366,0.134
7390,0.431,0.659,0.334
29335,NA,NA,NA
20976,0.254,0.314,0.136
555556065,0.251,0.393,0.167
37144,0.367,0.505,0.292
36185,0.25,0.302,0.214
5161,0.303,0.421,0.216
29391,0.231,0.348,0.181
555556067,0.265,0.409,0.169
2252,0.223,0.359,0.122
2578,0.363,0.442,0.257
68151,0.363,0.442,0.257
29974,0.357,0.46,0.305
36375,0.153,0.208,0.133
19277,0.342,0.51,0.249
29583,0.464,0.628,0.332
36338,0.267,0.412,0.17
36602,0.266,0.392,0.194
300732,0.158,0.229,0.116
29416,0.213,0.328,0.172
352629,0.525,0.753,0.269
36746,0.304,0.435,0.217
40865,0.341,0.474,0.243
36198,0.267,0.453,0.21
300818,0.413,0.601,0.311
36574,0.215,0.306,0.142
36913,0.271,0.341,0.152
40829,0.291,0.365,0.185
29598,0.387,0.601,0.312
36197,0.265,0.442,0.209
36473,0.19,0.28,0.125
33050,0.279,0.431,0.196
36591,0.262,0.366,0.165
36277,0.236,0.368,0.179
37146,0.254,0.314,0.136
342658,0.35,0.525,0.244
36411,0.217,0.334,0.172
303950,0.289,0.435,0.202
36599,0.268,0.396,0.181
36428,0.21,0.347,0.163
36481,0.19,0.254,0.114
36525,0.155,0.193,0.134
36731,0.226,0.336,0.157
36358,0.212,0.255,0.18
36527,0.155,0.193,0.134
36302,0.238,0.29,0.209
36189,0.25,0.302,0.214
36301,0.244,0.318,0.189
36372,0.169,0.206,0.145
29624,0.209,0.334,0.166
36326,0.17,0.235,0.147
9176,0.416,0.668,0.285
36972,NA,NA,NA
36761,0.254,0.338,0.18
7834,0.286,0.379,0.173
40830,NA,NA,NA
300893,0.385,0.486,0.297
300878,0.421,0.636,0.324
36947,0.386,0.486,0.298
300825,0.262,0.334,0.195
36824,0.262,0.334,0.195
36815,0.301,0.421,0.25
36779,0.268,0.396,0.181
36750,0.268,0.396,0.181
37032,0.349,0.444,0.315
36778,0.245,0.333,0.148
36922,0.402,0.526,0.333
36843,0.262,0.334,0.195
37000,0.384,0.449,0.325
37037,0.327,0.437,0.237
300886,0.36,0.458,0.288
36774,0.224,0.319,0.128
36805,0.297,0.427,0.234
36973,0.26,0.375,0.183
36988,0.303,0.386,0.227
36984,0.344,0.419,0.285
300883,0.354,0.444,0.281
37014,0.273,0.342,0.206
36814,0.33,0.443,0.265
300862,0.427,0.625,0.313
37025,0.414,0.5,0.34
300898,0.415,0.533,0.344
36836,0.337,0.462,0.281
36809,0.335,0.494,0.24
40799,0.35,0.514,0.27
36783,0.236,0.296,0.181
40800,0.352,0.516,0.27
40782,0.336,0.496,0.245
36632,0.304,0.483,0.19
37147,0.359,0.497,0.226
36948,0.379,0.479,0.302
342474,0.309,0.501,0.171
9033,0.298,0.381,0.233
36526,0.155,0.193,0.134
36296,0.218,0.261,0.176
7875,0.185,0.223,0.148
36285,0.237,0.372,0.19
555556057,0.282,0.431,0.187
29980,0.346,0.449,0.288
36176,0.321,0.461,0.236
36420,0.179,0.215,0.153
36369,0.169,0.206,0.145
2340,0.253,0.34,0.151
36306,0.244,0.318,0.189
29434,0.275,0.407,0.159
29408,0.268,0.374,0.197
29406,0.25,0.366,0.163
36446,0.211,0.394,0.149
36616,0.183,0.224,0.155
2333,0.476,0.729,0.232
2332,0.487,0.777,0.222
40894,0.381,0.514,0.273
2329,0.33,0.527,0.219
36244,0.244,0.422,0.183
29370,0.234,0.342,0.174
317192,0.364,0.626,0.192
903107,0.212,0.313,0.142
300680,0.294,0.477,0.221
300690,0.236,0.368,0.179
300691,0.244,0.411,0.173
300692,0.236,0.368,0.179
300693,0.222,0.312,0.186
300694,0.223,0.334,0.195
300695,0.224,0.27,0.193
300696,0.224,0.27,0.193
300697,0.224,0.27,0.193
300699,0.23,0.373,0.189
300681,0.294,0.477,0.221
300700,0.228,0.35,0.191
300701,0.222,0.33,0.185
300702,0.194,0.305,0.144
300703,0.197,0.41,0.148
300704,0.211,0.327,0.167
300705,0.204,0.359,0.143
300706,0.211,0.327,0.167
300707,0.211,0.327,0.167
300708,0.211,0.327,0.167
300709,0.203,0.249,0.158
300682,0.294,0.477,0.221
300711,0.202,0.246,0.166
300712,0.202,0.247,0.163
300713,0.181,0.218,0.15
300714,0.217,0.334,0.172
300715,0.192,0.236,0.127
300716,0.179,0.286,0.15
300717,0.198,0.236,0.158
300723,0.211,0.326,0.122
300724,0.245,0.357,0.133
300725,0.245,0.357,0.133
300728,0.209,0.293,0.128
300733,0.186,0.236,0.134
300734,0.186,0.236,0.134
300736,0.16,0.19,0.122
300740,0.204,0.246,0.157
300742,0.186,0.236,0.134
300744,0.186,0.236,0.134
300745,0.186,0.236,0.134
300746,0.186,0.236,0.134
300751,0.19,0.254,0.114
300684,0.263,0.447,0.194
300752,0.16,0.19,0.122
300757,0.267,0.393,0.191
300758,0.289,0.436,0.189
300760,0.181,0.271,0.123
300765,0.289,0.436,0.189
300766,0.183,0.269,0.117
300769,0.289,0.436,0.189
300771,0.289,0.436,0.189
300685,0.263,0.447,0.194
300799,0.252,0.376,0.173
300801,0.29,0.42,0.214
300896,0.404,0.514,0.322
300686,0.265,0.431,0.209
300906,0.404,0.514,0.322
300916,0.404,0.514,0.322
300917,0.374,0.474,0.292
300922,0.386,0.5,0.292
300687,0.251,0.299,0.192
300925,0.386,0.5,0.292
300688,0.241,0.358,0.202
303926,0.344,0.447,0.285
303927,0.344,0.447,0.285
303928,0.32,0.405,0.232
303929,NA,NA,NA
303930,NA,NA,NA
303931,NA,NA,NA
303932,NA,NA,NA
303933,0.333,0.421,0.24
352667,0.357,0.601,0.177
352690,NA,NA,NA
352606,0.442,0.679,0.31
352687,0.326,0.577,0.218
352669,0.484,0.663,0.329
352641,0.472,0.752,0.264
352647,0.506,0.788,0.282
352632,NA,NA,NA
352677,0.393,0.612,0.275
352661,0.42,0.648,0.281
352694,0.334,0.588,0.235
352637,0.519,0.755,0.237
352685,0.303,0.557,0.195
352686,0.303,0.557,0.195
352652,0.511,0.778,0.274
352688,NA,NA,NA
352620,0.467,0.619,0.275
352673,0.483,0.631,0.3
352640,0.472,0.704,0.219
352658,0.49,0.745,0.279
352615,0.491,0.746,0.244
352689,NA,NA,NA
352670,0.459,0.646,0.327
352692,NA,NA,NA
352695,0.433,0.693,0.287
352657,0.416,0.611,0.251
352638,0.475,0.786,0.26
352699,0.506,0.727,0.273
352676,0.393,0.645,0.256
352666,0.433,0.693,0.287
352663,0.504,0.721,0.272
352639,0.519,0.755,0.237
352610,0.371,0.495,0.288
352683,0.456,0.639,0.28
352672,0.433,0.693,0.287
352668,0.487,0.632,0.297
352675,0.505,0.648,0.293
352612,NA,NA,NA
352674,0.484,0.663,0.329
13930,NA,NA,NA
352649,0.5,0.735,0.285
352648,0.497,0.726,0.273
352646,0.485,0.723,0.257
352644,0.506,0.753,0.267
352660,0.435,0.661,0.275
352682,0.451,0.614,0.28
352693,0.326,0.577,0.218
352611,0.376,0.496,0.296
352635,NA,NA,NA
352653,0.497,0.727,0.273
352605,0.463,0.687,0.304
352655,0.454,0.693,0.244
352634,0.509,0.75,0.252
352659,0.372,0.591,0.215
352662,0.477,0.655,0.308
352656,0.378,0.573,0.22
352618,0.459,0.715,0.206
352626,0.369,0.489,0.262
352698,0.37,0.588,0.213
352671,0.459,0.646,0.327
352643,0.501,0.731,0.226
352696,NA,NA,NA
352697,NA,NA,NA
352636,0.506,0.763,0.259
352654,0.521,0.772,0.276
352630,NA,NA,NA
352608,0.376,0.496,0.296
352684,0.303,0.557,0.195
352679,0.473,0.645,0.288
352645,0.388,0.584,0.211
352678,0.409,0.656,0.27
352691,NA,NA,NA
352665,0.357,0.601,0.177
352642,0.504,0.753,0.251
352680,0.344,0.532,0.235
352681,0.328,0.576,0.219
352664,0.47,0.64,0.304
352651,0.521,0.772,0.276
300815,0.34,0.445,0.2
2342,0.247,0.356,0.142
29387,0.199,0.319,0.161
300779,0.209,0.334,0.166
300786,0.27,0.377,0.17
555512165,0.344,0.524,0.273
29359,0.209,0.263,0.161
36448,0.235,0.447,0.155
36610,0.311,0.481,0.183
40678,0.287,0.377,0.193
303943,0.254,0.354,0.131
40838,0.291,0.365,0.185
36267,0.263,0.447,0.194
36772,0.274,0.429,0.18
36927,0.352,0.461,0.301
3230,0.34,0.472,0.225
36218,0.294,0.491,0.173
36493,0.194,0.282,0.127
36270,0.244,0.411,0.173
36406,0.2,0.253,0.163
36424,0.208,0.256,0.158
36231,0.273,0.437,0.191
36755,0.284,0.416,0.209
36521,0.252,0.321,0.163
20975,0.254,0.37,0.131
36536,0.156,0.188,0.133
29402,0.252,0.342,0.16
26443,0.253,0.388,0.121
26444,0.265,0.398,0.128
342473,0.184,0.223,0.15
36817,0.33,0.443,0.265
29413,0.201,0.29,0.155
37148,0.367,0.505,0.292
29340,0.228,0.279,0.153
36382,0.218,0.261,0.176
36718,0.19,0.269,0.144
36901,0.184,0.233,0.16
36716,0.277,0.482,0.158
36465,0.211,0.326,0.122
36209,0.363,0.561,0.249
36485,0.194,0.282,0.127
36483,0.194,0.282,0.127
36195,0.246,0.328,0.214
36172,0.33,0.482,0.255
36208,0.325,0.478,0.219
36303,0.237,0.316,0.209
7873,0.214,0.251,0.13
36507,0.226,0.333,0.123
36395,0.178,0.221,0.154
36403,0.3,0.459,0.182
36348,0.261,0.451,0.194
36230,0.316,0.474,0.216
36614,0.304,0.489,0.173
29477,0.261,0.4,0.196
300749,0.211,0.316,0.161
36851,0.269,0.413,0.18
5153,0.211,0.289,0.135
555512168,0.303,0.392,0.206
29990,0.357,0.46,0.305
36885,0.376,0.501,0.279
36237,0.211,0.394,0.149
36912,0.298,0.369,0.15
36686,0.325,0.453,0.174
36643,0.231,0.339,0.164
36662,0.183,0.269,0.117
303937,0.217,0.318,0.13
26538,0.273,0.414,0.135
40775,0.347,0.535,0.212
36335,0.261,0.449,0.197
7844,0.293,0.384,0.208
36989,0.293,0.384,0.208
36669,0.196,0.32,0.13
36684,0.227,0.347,0.202
36258,0.266,0.438,0.201
36705,0.252,0.386,0.119
36351,0.24,0.383,0.132
36652,0.189,0.265,0.14
36370,0.169,0.206,0.145
36617,0.181,0.271,0.123
29504,0.34,0.482,0.191
40757,0.389,0.572,0.255
36271,0.244,0.411,0.173
555542335,0.346,0.429,0.279
9171,0.369,0.459,0.306
36477,0.194,0.282,0.127
36452,0.234,0.444,0.155
28537,0.23,0.433,0.155
303922,0.402,0.577,0.297
29516,0.426,0.601,0.336
36175,0.293,0.431,0.244
28563,0.255,0.422,0.155
300780,0.227,0.361,0.172
29414,0.26,0.411,0.2
29581,0.443,0.682,0.346
6950,0.238,0.383,0.117
300894,0.315,0.466,0.21
29597,0.405,0.718,0.314
29355,0.214,0.314,0.167
2321,0.364,0.639,0.219
555512169,0.244,0.358,0.188
29351,0.231,0.289,0.154
9170,0.256,0.354,0.189
36585,0.279,0.433,0.197
36751,0.272,0.428,0.194
36229,0.244,0.421,0.174
36433,0.185,0.278,0.138
36611,0.311,0.481,0.183
902737,0.246,0.291,0.188
29356,0.214,0.314,0.167
29381,0.208,0.352,0.163
68154,NA,NA,NA
36367,0.188,0.221,0.158
36282,0.237,0.372,0.19
36184,0.25,0.302,0.214
29464,0.259,0.314,0.194
36431,0.19,0.281,0.135
62088,0.19,0.281,0.135
36235,0.211,0.394,0.149
36345,0.246,0.387,0.144
36204,0.263,0.438,0.193
36613,0.204,0.25,0.162
36429,0.205,0.366,0.144
36177,0.281,0.439,0.223
555547522,NA,NA,NA
36360,0.181,0.218,0.15
36545,0.245,0.311,0.162
36703,0.137,0.194,0.111
36425,0.231,0.293,0.163
36607,0.244,0.306,0.156
36178,0.311,0.461,0.234
36638,0.286,0.419,0.21
36241,0.24,0.417,0.179
36609,0.311,0.481,0.183
36575,0.181,0.286,0.121
36316,0.252,0.341,0.207
36309,0.254,0.332,0.213
36275,0.236,0.368,0.179
36278,0.236,0.368,0.179
37149,0.343,0.451,0.248
300858,0.295,0.444,0.218
36274,0.229,0.351,0.191
1293,0.327,0.405,0.173
29401,0.237,0.367,0.193
29636,0.287,0.355,0.21
300832,0.194,0.259,0.153
29508,0.311,0.472,0.233
36813,0.33,0.443,0.265
36862,0.378,0.484,0.295
7852,0.339,0.526,0.195
36727,0.339,0.526,0.195
36977,0.321,0.391,0.249
36371,0.169,0.206,0.145
36639,0.286,0.419,0.21
36819,0.331,0.411,0.275
7463,0.329,0.45,0.271
300863,0.333,0.451,0.268
36801,0.326,0.488,0.226
36405,0.289,0.461,0.18
36980,0.343,0.412,0.279
36914,0.326,0.447,0.282
36807,0.33,0.483,0.236
36992,0.302,0.399,0.252
37035,NA,NA,NA
36832,0.328,0.41,0.276
36828,0.269,0.35,0.211
36359,0.344,0.448,0.245
36594,0.275,0.417,0.185
36925,0.391,0.511,0.298
36875,0.364,0.494,0.278
36788,0.236,0.296,0.181
36990,0.314,0.426,0.231
67983,NA,NA,NA
67988,NA,NA,NA
20174,NA,NA,NA
67984,0.227,0.332,0.176
36793,0.205,0.318,0.133
36324,0.248,0.361,0.211
36352,0.24,0.38,0.129
36461,0.172,0.241,0.126
555556056,0.362,0.454,0.277
36944,0.379,0.479,0.302
36838,0.345,0.47,0.278
