WDPAID,median,upper,lower
40798,0.401,0.581,0.28
40797,0.401,0.581,0.28
36374,0.198,0.37,0.11
36269,0.298,0.381,0.205
36468,0.255,0.371,0.101
36900,0.221,0.335,0.135
28536,0.199,0.49,0.103
300797,0.258,0.464,0.11
26462,0.405,0.587,0.125
40863,0.42,0.634,0.258
40814,0.404,0.637,0.287
29535,0.538,0.746,0.406
36496,0.262,0.354,0.157
342670,0.474,0.848,0.209
11609,0.474,0.848,0.209
40835,0.405,0.605,0.271
40834,0.427,0.578,0.157
29983,0.455,0.667,0.269
36361,0.224,0.342,0.139
300861,0.494,0.806,0.323
29585,NA,NA,NA
26441,0.416,0.531,0.164
5155,0.4,0.596,0.247
40864,0.4,0.596,0.247
555512167,0.424,0.582,0.223
300887,0.554,0.752,0.437
40753,0.48,0.678,0.294
40850,0.376,0.546,0.22
40827,0.409,0.574,0.197
40754,0.491,0.688,0.313
4489,0.205,0.374,0.095
36621,0.431,0.713,0.222
303941,0.271,0.495,0.102
36573,0.23,0.436,0.112
29644,0.257,0.462,0.109
40755,0.386,0.671,0.188
40871,0.384,0.548,0.133
36606,0.434,0.744,0.241
40674,0.393,0.6,0.282
29339,0.227,0.342,0.149
300880,0.463,0.692,0.27
313432,0.241,0.492,0.113
597,0.262,0.486,0.097
28545,0.254,0.505,0.104
29419,0.277,0.417,0.148
352619,0.514,0.799,0.09
28561,0.271,0.501,0.106
300768,0.187,0.408,0.102
313430,0.241,0.492,0.113
28562,0.294,0.553,0.104
40856,0.393,0.596,0.285
29497,0.507,0.732,0.382
40731,NA,NA,NA
36763,0.328,0.508,0.145
36397,0.291,0.407,0.162
671,0.368,0.498,0.136
40890,0.264,0.406,0.128
36272,0.315,0.441,0.236
36522,0.244,0.338,0.14
36530,0.289,0.42,0.134
303953,0.264,0.406,0.128
36768,0.274,0.528,0.105
40854,0.427,0.633,0.289
36508,0.24,0.402,0.091
36499,0.214,0.331,0.13
36226,0.286,0.42,0.207
36400,0.414,0.623,0.251
36535,0.33,0.416,0.116
40887,0.415,0.518,0.139
36294,0.369,0.539,0.121
300726,0.311,0.524,0.112
342659,0.49,0.737,0.227
342661,0.528,0.766,0.195
351088,0.274,0.463,0.154
33049,0.274,0.463,0.154
40828,NA,NA,NA
36631,0.392,0.638,0.219
36726,0.428,0.792,0.253
36688,0.446,0.703,0.217
26507,0.294,0.555,0.097
26535,0.348,0.655,0.136
342671,0.362,0.761,0.205
26536,0.231,0.499,0.1
36651,0.242,0.395,0.115
36649,0.242,0.395,0.115
36412,0.332,0.461,0.212
40892,0.471,0.645,0.32
40675,0.393,0.6,0.282
40774,0.412,0.692,0.225
36844,0.27,0.42,0.137
29424,0.224,0.481,0.155
300739,0.16,0.264,0.094
300778,0.182,0.339,0.113
300783,0.296,0.549,0.152
300784,0.181,0.442,0.088
300787,0.296,0.549,0.152
300788,0.287,0.487,0.129
300791,0.318,0.516,0.148
300792,0.375,0.498,0.143
300802,0.38,0.501,0.143
300804,0.454,0.66,0.215
300805,0.438,0.546,0.146
300741,0.209,0.42,0.117
300806,0.467,0.729,0.286
300811,0.457,0.714,0.265
300812,0.458,0.697,0.259
300816,0.438,0.546,0.146
300817,0.437,0.636,0.187
300819,0.459,0.62,0.169
300820,0.366,0.522,0.202
300822,0.423,0.607,0.158
300823,0.442,0.693,0.207
300827,0.423,0.607,0.158
300755,0.278,0.466,0.137
300828,0.517,0.743,0.372
300830,0.481,0.801,0.34
300831,0.442,0.693,0.207
300833,0.379,0.589,0.272
300834,0.35,0.514,0.2
300835,0.381,0.592,0.273
300837,0.483,0.753,0.363
300839,0.442,0.693,0.207
300840,0.413,0.662,0.248
300843,0.415,0.622,0.263
300756,0.273,0.459,0.133
300844,0.476,0.711,0.342
300846,0.439,0.647,0.276
300847,0.471,0.714,0.315
300848,0.449,0.637,0.272
300849,0.439,0.647,0.276
300851,0.488,0.799,0.318
300852,0.494,0.806,0.323
300854,0.523,0.8,0.323
300855,0.494,0.806,0.323
300856,0.493,0.719,0.343
300770,0.159,0.343,0.094
300857,0.472,0.728,0.32
300859,0.493,0.719,0.343
300860,0.487,0.738,0.238
300864,0.489,0.707,0.3
300865,0.494,0.806,0.323
300890,0.514,0.739,0.415
300891,0.531,0.73,0.39
300900,0.538,0.746,0.406
300901,0.417,0.623,0.24
300912,0.474,0.699,0.325
300772,0.279,0.474,0.104
300926,0.479,0.711,0.297
300928,0.466,0.658,0.314
300929,0.414,0.601,0.225
300933,0.529,0.75,0.387
300934,0.567,0.778,0.381
300937,0.466,0.658,0.314
300938,0.361,0.537,0.205
300939,0.534,0.7,0.348
300940,0.3,0.501,0.149
300944,0.341,0.559,0.146
300773,0.229,0.466,0.104
300945,0.336,0.565,0.133
300951,0.343,0.559,0.149
300952,0.557,0.74,0.32
300953,0.401,0.576,0.155
300954,0.341,0.559,0.146
300956,0.442,0.601,0.172
300959,0.442,0.601,0.172
301724,0.346,0.574,0.196
300774,0.224,0.335,0.135
300777,0.182,0.339,0.113
20171,0.204,0.442,0.088
29462,0.368,0.62,0.239
9545,0.351,0.496,0.134
7523,0.352,0.496,0.134
29463,0.286,0.443,0.17
37009,0.355,0.515,0.239
37010,0.348,0.485,0.21
20299,0.299,0.43,0.187
342673,0.233,0.452,0.136
36340,0.196,0.421,0.081
36354,0.341,0.624,0.17
36228,0.307,0.433,0.216
40840,0.428,0.677,0.297
36438,0.288,0.408,0.159
7863,0.35,0.514,0.175
36583,0.362,0.544,0.188
903106,0.301,0.429,0.212
36225,0.195,0.424,0.088
26442,0.336,0.516,0.176
36717,0.286,0.43,0.19
36415,0.395,0.604,0.235
36251,0.33,0.393,0.226
29352,0.156,0.273,0.102
36234,0.271,0.435,0.159
26553,0.412,0.526,0.176
36291,0.391,0.521,0.181
36207,0.233,0.438,0.126
36456,0.292,0.411,0.177
40676,0.398,0.592,0.267
36344,0.162,0.411,0.076
36199,0.319,0.398,0.217
28570,0.236,0.469,0.114
36318,0.382,0.497,0.253
36194,0.319,0.398,0.217
36250,0.33,0.393,0.226
32999,0.48,0.751,0.33
36478,0.235,0.36,0.113
36633,0.405,0.685,0.247
36659,0.258,0.422,0.106
36322,0.19,0.37,0.107
36387,0.331,0.446,0.183
36243,0.289,0.422,0.17
29404,0.17,0.318,0.1
36410,0.431,0.713,0.222
29379,0.273,0.402,0.175
300966,NA,NA,NA
36588,0.363,0.545,0.188
36567,0.348,0.538,0.195
36200,0.381,0.518,0.196
29594,0.47,0.655,0.314
36665,0.253,0.453,0.108
36196,0.34,0.425,0.179
36380,0.328,0.471,0.145
36381,0.328,0.471,0.145
300850,0.534,0.789,0.372
352622,0.526,0.8,0.066
303954,0.43,0.604,0.273
26449,0.254,0.408,0.123
36854,0.28,0.499,0.117
68153,0.234,0.431,0.144
866,0.367,0.566,0.177
28549,0.175,0.51,0.091
36699,0.291,0.504,0.106
36349,0.248,0.51,0.152
40677,0.445,0.688,0.314
36721,0.405,0.675,0.26
40756,0.466,0.666,0.275
2344,0.25,0.521,0.109
555556066,0.246,0.46,0.103
29499,0.482,0.686,0.348
7517,0.282,0.496,0.143
29484,0.477,0.779,0.271
7518,0.265,0.476,0.139
670,0.425,0.726,0.188
28571,0.282,0.519,0.112
29371,0.228,0.422,0.141
40836,0.429,0.678,0.298
36501,0.252,0.475,0.103
7390,0.531,0.762,0.343
29335,NA,NA,NA
20976,0.367,0.499,0.154
555556065,0.213,0.431,0.103
37144,0.493,0.754,0.362
36185,0.357,0.5,0.189
5161,0.267,0.585,0.15
29391,0.172,0.341,0.099
555556067,0.245,0.458,0.11
2252,0.239,0.485,0.117
2578,0.247,0.5,0.088
68151,0.247,0.5,0.088
29974,0.475,0.708,0.282
36375,0.18,0.386,0.121
19277,0.453,0.744,0.306
29583,0.556,0.752,0.332
36338,0.203,0.461,0.072
36602,0.366,0.526,0.208
300732,0.204,0.413,0.1
29416,0.285,0.411,0.179
352629,0.531,0.746,0.209
36746,0.384,0.564,0.185
40865,0.409,0.599,0.281
36198,0.319,0.398,0.217
300818,0.474,0.763,0.309
36574,0.241,0.442,0.12
36913,0.378,0.504,0.198
40829,0.429,0.569,0.171
29598,0.484,0.719,0.268
36197,0.316,0.403,0.212
36473,0.229,0.314,0.123
33050,0.288,0.575,0.147
36591,0.336,0.52,0.15
36277,0.322,0.441,0.233
37146,0.367,0.499,0.154
342658,0.416,0.821,0.231
36411,0.332,0.461,0.212
303950,0.385,0.592,0.254
36599,0.36,0.563,0.166
36428,0.306,0.418,0.207
36481,0.245,0.399,0.118
36525,0.244,0.338,0.14
36731,0.301,0.466,0.133
36358,0.303,0.422,0.152
36527,0.244,0.338,0.14
36302,0.362,0.512,0.184
36189,0.357,0.5,0.189
36301,0.38,0.554,0.126
36372,0.189,0.293,0.127
29624,0.182,0.339,0.113
36326,0.174,0.304,0.118
9176,0.528,0.8,0.355
36972,NA,NA,NA
36761,0.262,0.437,0.121
7834,0.36,0.492,0.151
40830,NA,NA,NA
300893,0.439,0.632,0.264
300878,0.522,0.708,0.361
36947,0.44,0.635,0.265
300825,0.212,0.343,0.115
36824,0.212,0.343,0.115
36815,0.33,0.546,0.179
36779,0.36,0.563,0.166
36750,0.36,0.563,0.166
37032,0.279,0.422,0.184
36778,0.34,0.493,0.129
36922,0.412,0.632,0.279
36843,0.212,0.343,0.115
37000,0.269,0.422,0.148
37037,0.368,0.578,0.214
300886,0.353,0.544,0.206
36774,0.332,0.481,0.158
36805,0.329,0.574,0.176
36973,0.217,0.432,0.112
36988,0.279,0.462,0.163
36984,0.35,0.535,0.21
300883,0.349,0.551,0.206
37014,0.302,0.438,0.182
36814,0.375,0.596,0.216
300862,0.477,0.712,0.343
37025,0.459,0.598,0.308
300898,0.434,0.612,0.26
36836,0.35,0.508,0.214
36809,0.399,0.68,0.257
40799,0.428,0.61,0.293
36783,0.18,0.291,0.105
40800,0.43,0.614,0.298
40782,0.417,0.628,0.292
36632,0.404,0.664,0.238
37147,0.416,0.645,0.189
36948,0.393,0.544,0.24
342474,0.431,0.73,0.239
9033,0.138,0.564,0.019
36526,0.244,0.338,0.14
36296,0.328,0.471,0.145
7875,0.291,0.406,0.162
36285,0.325,0.442,0.233
555556057,0.237,0.578,0.088
29980,0.4,0.684,0.274
36176,0.211,0.422,0.11
36420,0.276,0.39,0.146
36369,0.189,0.293,0.127
2340,0.35,0.474,0.133
36306,0.38,0.554,0.126
29434,0.295,0.485,0.152
29408,0.245,0.558,0.118
29406,0.213,0.486,0.079
36446,0.298,0.409,0.173
36616,0.286,0.401,0.163
2333,0.495,0.947,0.097
2332,0.512,0.841,0.155
40894,0.43,0.604,0.273
2329,0.232,0.545,0.081
36244,0.278,0.427,0.159
29370,0.209,0.363,0.125
317192,0.387,0.777,0.137
903107,0.265,0.455,0.141
300680,0.213,0.413,0.112
300690,0.322,0.441,0.233
300691,0.299,0.405,0.199
300692,0.322,0.441,0.233
300693,0.334,0.466,0.239
300694,0.358,0.492,0.245
300695,0.363,0.513,0.23
300696,0.363,0.513,0.23
300697,0.363,0.513,0.23
300699,0.315,0.441,0.236
300681,0.213,0.413,0.112
300700,0.344,0.472,0.248
300701,0.345,0.469,0.245
300702,0.245,0.36,0.141
300703,0.297,0.447,0.165
300704,0.296,0.427,0.191
300705,0.284,0.403,0.157
300706,0.296,0.427,0.191
300707,0.296,0.427,0.191
300708,0.296,0.427,0.191
300709,0.36,0.538,0.2
300682,0.213,0.413,0.112
300711,0.366,0.52,0.178
300712,0.357,0.495,0.183
300713,0.224,0.342,0.139
300714,0.332,0.461,0.212
300715,0.303,0.39,0.141
300716,0.276,0.365,0.154
300717,0.276,0.358,0.135
300723,0.265,0.487,0.112
300724,0.277,0.521,0.105
300725,0.277,0.521,0.105
300728,0.234,0.463,0.091
300733,0.224,0.332,0.142
300734,0.224,0.332,0.142
300736,0.167,0.251,0.109
300740,0.263,0.332,0.158
300742,0.224,0.332,0.142
300744,0.224,0.332,0.142
300745,0.224,0.332,0.142
300746,0.224,0.332,0.142
300751,0.245,0.399,0.118
300684,0.317,0.444,0.242
300752,0.167,0.251,0.109
300757,0.364,0.531,0.215
300758,0.414,0.623,0.251
300760,0.242,0.395,0.115
300765,0.414,0.623,0.251
300766,0.258,0.422,0.106
300769,0.414,0.623,0.251
300771,0.414,0.623,0.251
300685,0.317,0.444,0.242
300799,0.328,0.508,0.145
300801,0.373,0.533,0.205
300896,0.38,0.575,0.216
300686,0.334,0.392,0.228
300906,0.38,0.575,0.216
300916,0.38,0.575,0.216
300917,0.385,0.552,0.224
300922,0.416,0.573,0.237
300687,0.369,0.539,0.121
300925,0.416,0.573,0.237
300688,0.32,0.458,0.231
303926,0.358,0.645,0.22
303927,0.358,0.645,0.22
303928,0.342,0.552,0.214
303929,NA,NA,NA
303930,NA,NA,NA
303931,NA,NA,NA
303932,NA,NA,NA
303933,0.427,0.602,0.291
352667,0.332,0.616,0.12
352690,NA,NA,NA
352606,0.552,0.941,0.115
352687,0.395,0.825,0.208
352669,0.501,0.696,0.272
352641,0.433,0.658,0.236
352647,0.438,0.607,0.228
352632,NA,NA,NA
352677,0.424,0.693,0.213
352661,0.449,0.677,0.275
352694,0.418,0.692,0.21
352637,0.489,0.699,0.155
352685,0.43,0.764,0.162
352686,0.43,0.764,0.162
352652,0.438,0.605,0.233
352688,NA,NA,NA
352620,0.525,0.81,0.134
352673,0.493,0.702,0.235
352640,0.478,0.66,0.188
352658,0.411,0.597,0.219
352615,0.506,0.97,0.115
352689,NA,NA,NA
352670,0.491,0.69,0.283
352692,NA,NA,NA
352695,0.439,0.736,0.249
352657,0.367,0.566,0.177
352638,0.493,0.767,0.199
352699,0.483,0.751,0.268
352676,0.422,0.714,0.231
352666,0.439,0.736,0.249
352663,0.485,0.754,0.273
352639,0.49,0.7,0.155
352610,0.346,0.582,0.138
352683,0.491,0.727,0.223
352672,0.439,0.736,0.249
352668,0.499,0.707,0.239
352675,0.519,0.729,0.266
352612,NA,NA,NA
352674,0.501,0.696,0.272
13930,NA,NA,NA
352649,0.453,0.603,0.22
352648,0.537,0.771,0.304
352646,0.52,0.73,0.28
352644,0.409,0.596,0.201
352660,0.459,0.7,0.24
352682,0.537,0.765,0.208
352693,0.395,0.825,0.208
352611,0.343,0.581,0.139
352635,NA,NA,NA
352653,0.55,0.79,0.312
352605,0.56,0.959,0.096
352655,0.531,0.723,0.242
352634,0.483,0.658,0.21
352659,0.423,0.611,0.182
352662,0.51,0.737,0.332
352656,0.415,0.556,0.217
352618,0.487,0.71,0.234
352626,0.256,0.442,0.125
352698,0.424,0.607,0.184
352671,0.491,0.69,0.283
352643,0.485,0.691,0.152
352696,NA,NA,NA
352697,NA,NA,NA
352636,0.46,0.633,0.21
352654,0.444,0.61,0.235
352630,NA,NA,NA
352608,0.343,0.581,0.139
352684,0.43,0.764,0.162
352679,0.506,0.721,0.229
352645,0.366,0.537,0.174
352678,0.433,0.725,0.235
352691,NA,NA,NA
352665,0.332,0.616,0.12
352642,0.435,0.601,0.186
352680,0.39,0.795,0.219
352681,0.383,0.812,0.211
352664,0.499,0.71,0.321
352651,0.444,0.61,0.235
300815,0.432,0.548,0.149
2342,0.294,0.512,0.109
29387,0.176,0.347,0.124
300779,0.182,0.339,0.113
300786,0.313,0.527,0.138
555512165,0.372,0.616,0.247
29359,0.157,0.276,0.1
36448,0.279,0.471,0.143
36610,0.431,0.713,0.222
40678,0.372,0.52,0.198
303943,0.294,0.509,0.107
40838,0.429,0.569,0.171
36267,0.317,0.444,0.242
36772,0.355,0.577,0.108
36927,0.334,0.529,0.192
3230,0.201,0.324,0.112
36218,0.291,0.441,0.134
36493,0.237,0.361,0.116
36270,0.299,0.405,0.199
36406,0.335,0.464,0.209
36424,0.355,0.476,0.165
36231,0.246,0.44,0.133
36755,0.374,0.543,0.188
36521,0.37,0.523,0.128
20975,0.321,0.537,0.129
36536,0.176,0.316,0.108
29402,0.25,0.42,0.091
26443,0.324,0.596,0.096
26444,0.332,0.617,0.103
342473,0.267,0.343,0.15
36817,0.375,0.596,0.216
29413,0.194,0.35,0.099
37148,0.493,0.754,0.362
29340,0.155,0.248,0.076
36382,0.328,0.471,0.145
36718,0.286,0.43,0.19
36901,0.192,0.275,0.12
36716,0.435,0.694,0.247
36465,0.265,0.487,0.112
36209,0.275,0.512,0.105
36485,0.237,0.361,0.116
36483,0.237,0.361,0.116
36195,0.39,0.523,0.18
36172,0.294,0.462,0.201
36208,0.238,0.44,0.106
36303,0.351,0.499,0.203
7873,0.29,0.338,0.119
36507,0.256,0.436,0.093
36395,0.255,0.357,0.163
36403,0.39,0.655,0.209
36348,0.167,0.468,0.072
36230,0.229,0.424,0.098
36614,0.42,0.714,0.237
29477,0.253,0.387,0.147
300749,0.202,0.342,0.127
36851,0.332,0.551,0.104
5153,0.227,0.415,0.108
555512168,0.426,0.553,0.175
29990,0.475,0.708,0.282
36885,0.447,0.642,0.3
36237,0.298,0.409,0.173
36912,0.434,0.528,0.178
36686,0.418,0.674,0.227
36643,0.31,0.476,0.14
36662,0.258,0.422,0.106
303937,0.224,0.438,0.099
26538,0.335,0.622,0.107
40775,0.36,0.637,0.192
36335,0.149,0.433,0.059
7844,0.254,0.446,0.157
36989,0.254,0.446,0.157
36669,0.253,0.453,0.108
36684,0.261,0.41,0.186
36258,0.33,0.393,0.226
36705,0.317,0.563,0.096
36351,0.267,0.543,0.17
36652,0.252,0.396,0.13
36370,0.189,0.293,0.127
36617,0.242,0.395,0.115
29504,0.419,0.684,0.218
40757,0.466,0.666,0.275
36271,0.299,0.405,0.199
555542335,0.458,0.653,0.29
9171,0.486,0.672,0.331
36477,0.237,0.361,0.116
36452,0.282,0.47,0.145
28537,0.198,0.482,0.098
303922,0.446,0.657,0.281
29516,0.527,0.713,0.376
36175,0.226,0.312,0.144
28563,0.301,0.548,0.107
300780,0.186,0.436,0.093
29414,0.306,0.507,0.2
29581,0.551,0.781,0.339
6950,0.279,0.539,0.126
300894,0.39,0.642,0.243
29597,0.556,0.784,0.355
29355,0.218,0.339,0.133
2321,0.299,0.528,0.125
555512169,0.365,0.627,0.158
29351,0.132,0.25,0.053
9170,0.317,0.508,0.155
36585,0.381,0.579,0.234
36751,0.369,0.582,0.191
36229,0.297,0.432,0.21
36433,0.234,0.351,0.136
36611,0.431,0.713,0.222
902737,0.23,0.324,0.134
29356,0.218,0.339,0.133
29381,0.228,0.422,0.141
68154,NA,NA,NA
36367,0.248,0.331,0.138
36282,0.325,0.442,0.233
36184,0.357,0.5,0.189
29464,0.297,0.395,0.169
36431,0.23,0.332,0.12
62088,0.23,0.332,0.12
36235,0.298,0.409,0.173
36345,0.247,0.489,0.136
36204,0.31,0.411,0.237
36613,0.35,0.483,0.189
36429,0.288,0.408,0.159
36177,0.192,0.363,0.112
555547522,NA,NA,NA
36360,0.224,0.342,0.139
36545,0.362,0.465,0.16
36703,0.155,0.251,0.096
36425,0.386,0.503,0.157
36607,0.283,0.406,0.183
36178,0.224,0.4,0.126
36638,0.376,0.546,0.19
36241,0.314,0.421,0.217
36609,0.431,0.713,0.222
36575,0.224,0.455,0.135
36316,0.382,0.497,0.253
36309,0.38,0.514,0.199
36275,0.322,0.441,0.233
36278,0.322,0.441,0.233
37149,0.347,0.587,0.197
300858,0.361,0.591,0.215
36274,0.338,0.463,0.248
1293,0.401,0.534,0.13
29401,0.33,0.483,0.206
29636,0.327,0.473,0.146
300832,0.211,0.288,0.159
29508,0.404,0.608,0.266
36813,0.375,0.596,0.216
36862,0.349,0.535,0.19
7852,0.436,0.827,0.188
36727,0.436,0.827,0.188
36977,0.327,0.438,0.21
36371,0.189,0.293,0.127
36639,0.376,0.546,0.19
36819,0.366,0.492,0.256
7463,0.33,0.555,0.22
300863,0.337,0.574,0.228
36801,0.399,0.679,0.251
36405,0.378,0.62,0.219
36980,0.345,0.512,0.216
36914,0.278,0.474,0.149
36807,0.355,0.672,0.237
36992,0.366,0.577,0.264
37035,NA,NA,NA
36832,0.348,0.496,0.24
36828,0.27,0.417,0.171
36359,0.364,0.514,0.224
36594,0.395,0.604,0.235
36925,0.345,0.508,0.191
36875,0.43,0.626,0.276
36788,0.18,0.291,0.105
36990,0.337,0.563,0.216
67983,NA,NA,NA
67988,NA,NA,NA
20174,NA,NA,NA
67984,0.274,0.463,0.154
36793,0.253,0.447,0.124
36324,0.216,0.337,0.126
36352,0.299,0.53,0.141
36461,0.203,0.341,0.094
555556056,0.327,0.948,0.027
36944,0.393,0.544,0.24
36838,0.361,0.592,0.238
