WDPAID,median,upper,lower
352617,0.523,0.76,0.262
37133,0.2,0.325,0.115
29446,0.277,0.507,0.223
28534,0.166,0.339,0.124
37134,0.223,0.327,0.174
36458,0.194,0.335,0.135
37136,0.236,0.364,0.147
868,NA,NA,NA
903105,0.178,0.314,0.13
7872,0.178,0.318,0.13
36170,0.24,0.357,0.17
36418,0.291,0.373,0.21
300905,0.351,0.488,0.228
300892,0.334,0.464,0.268
36202,0.21,0.335,0.149
31330,0.33,0.506,0.241
300776,0.205,0.315,0.177
29375,0.25,0.331,0.17
40795,0.338,0.457,0.264
37137,0.212,0.336,0.127
36604,0.3,0.396,0.175
29500,0.364,0.542,0.307
36336,0.188,0.352,0.143
32995,0.192,0.336,0.136
29373,0.263,0.369,0.218
352627,0.513,0.776,0.251
40796,0.328,0.487,0.261
40848,0.259,0.381,0.2
40849,0.233,0.317,0.185
300836,0.304,0.469,0.203
36440,0.162,0.293,0.125
300813,0.353,0.453,0.224
28560,0.229,0.37,0.145
29514,0.39,0.549,0.328
303952,0.398,0.538,0.287
40752,0.373,0.497,0.254
40811,0.331,0.523,0.274
303960,0.398,0.54,0.289
40812,0.397,0.533,0.29
672,0.336,0.52,0.275
5150,0.336,0.52,0.275
36233,0.212,0.344,0.135
36598,0.255,0.348,0.147
36692,0.187,0.269,0.138
303948,0.278,0.359,0.165
40730,0.305,0.439,0.236
5168,0.279,0.373,0.173
29394,0.263,0.355,0.219
40798,0.331,0.49,0.262
40797,0.331,0.49,0.262
36374,0.168,0.272,0.125
36269,0.18,0.314,0.13
36468,0.165,0.221,0.123
36900,0.281,0.344,0.239
28536,0.176,0.363,0.135
300797,0.265,0.431,0.201
26462,0.348,0.47,0.237
40863,0.36,0.47,0.258
40814,0.286,0.435,0.241
29535,0.429,0.539,0.371
36496,0.152,0.243,0.121
342670,0.328,0.43,0.248
11609,0.328,0.43,0.248
40835,0.242,0.356,0.196
40834,0.23,0.295,0.17
29983,0.329,0.4,0.279
36361,0.173,0.214,0.139
300861,0.4,0.509,0.312
29585,NA,NA,NA
26441,0.275,0.414,0.168
5155,0.344,0.46,0.246
40864,0.344,0.46,0.246
555512167,0.234,0.339,0.188
300887,0.433,0.551,0.367
40753,0.385,0.522,0.265
40850,0.248,0.365,0.196
40827,0.233,0.317,0.185
40754,0.386,0.524,0.277
4489,0.163,0.288,0.133
36621,0.306,0.397,0.19
303941,0.208,0.346,0.135
36573,0.184,0.303,0.13
29644,0.264,0.43,0.2
40755,0.363,0.486,0.234
40871,0.33,0.445,0.222
36606,0.3,0.396,0.175
40674,0.326,0.457,0.259
29339,0.268,0.366,0.207
300880,0.372,0.52,0.292
313432,0.179,0.342,0.133
597,0.163,0.307,0.113
28545,0.188,0.343,0.138
29419,0.226,0.262,0.192
352619,0.488,0.696,0.264
28561,0.216,0.35,0.138
300768,0.208,0.341,0.171
313430,0.179,0.342,0.133
28562,0.231,0.381,0.147
40856,0.302,0.487,0.241
29497,0.408,0.545,0.331
40731,NA,NA,NA
36763,0.26,0.379,0.156
36397,0.177,0.219,0.147
671,0.286,0.394,0.194
40890,0.229,0.308,0.176
36272,0.18,0.301,0.139
36522,0.175,0.212,0.147
36530,0.191,0.227,0.159
303953,0.229,0.308,0.176
36768,0.24,0.423,0.153
40854,0.287,0.453,0.228
36508,0.17,0.278,0.124
36499,0.16,0.243,0.132
36226,0.187,0.315,0.135
36400,0.291,0.373,0.21
36535,0.216,0.273,0.147
40887,0.336,0.454,0.217
36294,0.192,0.232,0.149
300726,0.192,0.334,0.113
342659,0.348,0.462,0.258
342661,0.363,0.476,0.259
351088,0.265,0.324,0.216
33049,0.265,0.324,0.216
40828,NA,NA,NA
36631,0.296,0.381,0.188
36726,0.307,0.417,0.189
36688,0.301,0.405,0.193
26507,0.253,0.418,0.174
26535,0.258,0.39,0.153
342671,0.297,0.386,0.232
26536,0.186,0.332,0.131
36651,0.196,0.29,0.151
36649,0.196,0.29,0.151
36412,0.184,0.291,0.145
40892,0.362,0.453,0.258
40675,0.326,0.457,0.259
40774,0.383,0.496,0.256
36844,0.269,0.402,0.197
29424,0.241,0.35,0.205
300739,0.199,0.265,0.173
300778,0.219,0.317,0.19
300783,0.228,0.408,0.154
300784,0.225,0.388,0.185
300787,0.228,0.408,0.154
300788,0.238,0.379,0.172
300791,0.245,0.401,0.159
300792,0.28,0.401,0.172
300802,0.282,0.401,0.173
300804,0.356,0.454,0.223
300805,0.328,0.443,0.194
300741,0.201,0.328,0.156
300806,0.379,0.48,0.258
300811,0.368,0.469,0.242
300812,0.41,0.529,0.273
300816,0.328,0.443,0.194
300817,0.347,0.454,0.218
300819,0.358,0.49,0.22
300820,0.209,0.287,0.149
300822,0.35,0.479,0.217
300823,0.357,0.47,0.231
300827,0.35,0.479,0.217
300755,0.221,0.35,0.145
300828,0.454,0.545,0.349
300830,0.381,0.498,0.297
300831,0.357,0.47,0.231
300833,0.267,0.462,0.212
300834,0.212,0.298,0.15
300835,0.267,0.461,0.212
300837,0.408,0.502,0.302
300839,0.357,0.47,0.231
300840,0.322,0.474,0.238
300843,0.317,0.455,0.256
300756,0.216,0.348,0.143
300844,0.404,0.508,0.307
300846,0.332,0.473,0.274
300847,0.352,0.621,0.293
300848,0.334,0.49,0.273
300849,0.332,0.473,0.274
300851,0.396,0.507,0.308
300852,0.4,0.509,0.312
300854,0.404,0.534,0.314
300855,0.4,0.509,0.312
300856,0.413,0.512,0.33
300770,0.205,0.315,0.177
300857,0.406,0.51,0.297
300859,0.413,0.512,0.33
300860,0.373,0.495,0.266
300864,0.363,0.518,0.291
300865,0.4,0.509,0.312
300890,0.422,0.516,0.362
300891,0.4,0.537,0.351
300900,0.429,0.539,0.371
300901,0.297,0.422,0.243
300912,0.34,0.474,0.273
300772,0.247,0.386,0.161
300926,0.303,0.527,0.227
300928,0.34,0.475,0.269
300929,0.306,0.404,0.234
300933,0.387,0.564,0.322
300934,0.413,0.587,0.346
300937,0.34,0.475,0.269
300938,0.262,0.364,0.203
300939,0.37,0.537,0.285
300940,0.215,0.33,0.161
300944,0.217,0.314,0.149
300773,0.222,0.39,0.152
300945,0.206,0.319,0.129
300951,0.217,0.314,0.15
300952,0.382,0.548,0.278
300953,0.237,0.312,0.169
300954,0.217,0.314,0.149
300956,0.23,0.305,0.171
300959,0.23,0.305,0.171
301724,0.244,0.347,0.193
300774,0.237,0.315,0.207
300777,0.219,0.317,0.19
20171,0.207,0.361,0.115
29462,0.366,0.571,0.264
9545,0.235,0.392,0.144
7523,0.235,0.392,0.144
29463,0.294,0.359,0.256
37009,0.288,0.409,0.186
37010,0.27,0.368,0.183
20299,0.232,0.309,0.172
342673,0.278,0.349,0.228
36340,0.202,0.338,0.145
36354,0.225,0.357,0.147
36228,0.184,0.32,0.129
40840,0.259,0.415,0.212
36438,0.16,0.279,0.117
7863,0.238,0.326,0.15
36583,0.24,0.328,0.147
903106,0.199,0.333,0.14
36225,0.221,0.353,0.153
26442,0.241,0.344,0.139
36717,0.224,0.318,0.172
36415,0.261,0.338,0.162
36251,0.207,0.331,0.144
29352,0.223,0.251,0.164
36234,0.202,0.324,0.129
26553,0.274,0.408,0.168
36291,0.187,0.25,0.148
36207,0.262,0.38,0.161
36456,0.162,0.277,0.124
40676,0.316,0.448,0.252
36344,0.189,0.328,0.142
36199,0.208,0.339,0.16
28570,0.204,0.323,0.138
36318,0.195,0.289,0.155
36194,0.208,0.339,0.16
36250,0.207,0.331,0.144
32999,0.352,0.464,0.281
36478,0.157,0.246,0.119
36633,0.311,0.402,0.204
36659,0.192,0.291,0.131
36322,0.178,0.319,0.132
36387,0.185,0.22,0.155
36243,0.179,0.315,0.132
29404,0.239,0.281,0.168
36410,0.306,0.397,0.19
29379,0.247,0.298,0.21
300966,NA,NA,NA
36588,0.24,0.328,0.147
36567,0.246,0.327,0.156
36200,0.194,0.273,0.149
29594,0.337,0.471,0.271
36665,0.217,0.334,0.146
36196,0.195,0.288,0.149
36380,0.184,0.227,0.154
36381,0.184,0.227,0.154
300850,0.434,0.564,0.337
352622,0.49,0.708,0.27
303954,0.345,0.478,0.261
26449,0.23,0.313,0.173
36854,0.276,0.411,0.187
68153,0.277,0.396,0.146
866,0.315,0.468,0.182
28549,0.18,0.363,0.135
36699,0.205,0.336,0.136
36349,0.158,0.324,0.112
40677,0.325,0.58,0.251
36721,0.308,0.384,0.203
40756,0.384,0.52,0.26
2344,0.18,0.353,0.133
555556066,0.188,0.339,0.146
29499,0.332,0.57,0.279
7517,0.192,0.351,0.128
29484,0.393,0.643,0.276
7518,0.198,0.349,0.136
670,0.353,0.456,0.214
28571,0.214,0.351,0.143
29371,0.25,0.331,0.17
40836,0.259,0.415,0.211
36501,0.17,0.314,0.123
7390,0.392,0.531,0.311
29335,NA,NA,NA
20976,0.238,0.372,0.144
555556065,0.201,0.338,0.171
37144,0.363,0.477,0.291
36185,0.175,0.229,0.144
5161,0.288,0.383,0.238
29391,0.241,0.308,0.206
555556067,0.191,0.35,0.155
2252,0.169,0.323,0.116
2578,0.362,0.545,0.253
68151,0.362,0.545,0.253
29974,0.39,0.464,0.324
36375,0.157,0.29,0.129
19277,0.355,0.45,0.258
29583,0.39,0.53,0.284
36338,0.196,0.354,0.144
36602,0.26,0.339,0.19
300732,0.161,0.303,0.117
29416,0.232,0.296,0.201
352629,0.473,0.716,0.276
36746,0.297,0.402,0.18
40865,0.338,0.457,0.264
36198,0.208,0.339,0.16
300818,0.386,0.495,0.297
36574,0.186,0.305,0.126
36913,0.313,0.383,0.192
40829,0.23,0.302,0.176
29598,0.375,0.514,0.3
36197,0.206,0.332,0.159
36473,0.151,0.246,0.117
33050,0.288,0.361,0.241
36591,0.237,0.347,0.139
36277,0.181,0.299,0.136
37146,0.238,0.372,0.144
342658,0.298,0.43,0.222
36411,0.184,0.291,0.145
303950,0.277,0.359,0.165
36599,0.255,0.348,0.147
36428,0.174,0.29,0.131
36481,0.187,0.269,0.138
36525,0.175,0.212,0.147
36731,0.23,0.347,0.157
36358,0.181,0.227,0.155
36527,0.175,0.212,0.147
36302,0.191,0.231,0.151
36189,0.175,0.229,0.144
36301,0.194,0.242,0.149
36372,0.163,0.211,0.128
29624,0.219,0.317,0.19
36326,0.163,0.244,0.142
9176,0.422,0.674,0.317
36972,NA,NA,NA
36761,0.235,0.355,0.161
7834,0.262,0.389,0.153
40830,NA,NA,NA
300893,0.29,0.394,0.219
300878,0.404,0.518,0.322
36947,0.29,0.394,0.219
300825,0.241,0.318,0.201
36824,0.241,0.318,0.201
36815,0.284,0.385,0.215
36779,0.255,0.348,0.147
36750,0.255,0.348,0.147
37032,0.197,0.286,0.173
36778,0.233,0.368,0.142
36922,0.381,0.478,0.279
36843,0.241,0.318,0.201
37000,0.223,0.291,0.188
37037,0.306,0.377,0.238
300886,0.305,0.441,0.219
36774,0.234,0.382,0.147
36805,0.29,0.41,0.208
36973,0.192,0.302,0.151
36988,0.212,0.289,0.171
36984,0.272,0.362,0.219
300883,0.298,0.421,0.213
37014,0.226,0.293,0.167
36814,0.309,0.409,0.236
300862,0.405,0.509,0.308
37025,0.308,0.408,0.237
300898,0.352,0.508,0.259
36836,0.289,0.412,0.23
36809,0.33,0.445,0.237
40799,0.315,0.488,0.258
36783,0.233,0.307,0.185
40800,0.315,0.489,0.259
40782,0.341,0.49,0.271
36632,0.297,0.391,0.203
37147,0.351,0.488,0.228
36948,0.311,0.434,0.224
342474,0.298,0.392,0.176
9033,0.412,0.48,0.342
36526,0.175,0.212,0.147
36296,0.184,0.227,0.154
7875,0.177,0.219,0.147
36285,0.178,0.299,0.134
555556057,0.221,0.351,0.148
29980,0.344,0.428,0.279
36176,0.198,0.347,0.145
36420,0.171,0.218,0.139
36369,0.163,0.211,0.128
2340,0.253,0.385,0.162
36306,0.194,0.242,0.149
29434,0.226,0.354,0.186
29408,0.264,0.329,0.193
29406,0.258,0.324,0.158
36446,0.181,0.315,0.125
36616,0.176,0.222,0.143
2333,0.514,0.791,0.255
2332,0.494,0.775,0.238
40894,0.345,0.478,0.261
2329,0.251,0.357,0.147
36244,0.182,0.322,0.134
29370,0.274,0.358,0.22
317192,0.31,0.494,0.185
903107,0.182,0.298,0.123
300680,0.227,0.372,0.162
300690,0.181,0.299,0.136
300691,0.179,0.318,0.13
300692,0.181,0.299,0.136
300693,0.175,0.264,0.141
300694,0.185,0.272,0.147
300695,0.187,0.231,0.152
300696,0.187,0.231,0.152
300697,0.187,0.231,0.152
300699,0.18,0.301,0.139
300681,0.227,0.372,0.162
300700,0.184,0.298,0.147
300701,0.185,0.285,0.146
300702,0.159,0.256,0.122
300703,0.168,0.314,0.123
300704,0.177,0.283,0.138
300705,0.159,0.275,0.117
300706,0.177,0.283,0.138
300707,0.177,0.283,0.138
300708,0.177,0.283,0.138
300709,0.203,0.236,0.164
300682,0.227,0.372,0.162
300711,0.198,0.233,0.155
300712,0.195,0.227,0.15
300713,0.173,0.214,0.139
300714,0.184,0.291,0.145
300715,0.179,0.219,0.144
300716,0.168,0.222,0.133
300717,0.18,0.238,0.14
300723,0.205,0.322,0.139
300724,0.202,0.352,0.138
300725,0.202,0.352,0.138
300728,0.168,0.302,0.121
300733,0.192,0.237,0.13
300734,0.192,0.237,0.13
300736,0.164,0.21,0.121
300740,0.189,0.225,0.156
300742,0.192,0.237,0.13
300744,0.192,0.237,0.13
300745,0.192,0.237,0.13
300746,0.192,0.237,0.13
300751,0.187,0.269,0.138
300684,0.203,0.336,0.144
300752,0.164,0.21,0.121
300757,0.261,0.339,0.193
300758,0.291,0.373,0.21
300760,0.196,0.29,0.151
300765,0.291,0.373,0.21
300766,0.192,0.291,0.131
300769,0.291,0.373,0.21
300771,0.291,0.373,0.21
300685,0.203,0.336,0.144
300799,0.26,0.379,0.156
300801,0.265,0.359,0.162
300896,0.355,0.471,0.243
300686,0.195,0.31,0.144
300906,0.355,0.471,0.243
300916,0.355,0.471,0.243
300917,0.328,0.428,0.222
300922,0.327,0.452,0.223
300687,0.192,0.232,0.149
300925,0.327,0.452,0.223
300688,0.185,0.285,0.143
303926,0.305,0.399,0.253
303927,0.305,0.399,0.253
303928,0.294,0.366,0.218
303929,NA,NA,NA
303930,NA,NA,NA
303931,NA,NA,NA
303932,NA,NA,NA
303933,0.271,0.336,0.199
352667,0.273,0.491,0.155
352690,NA,NA,NA
352606,0.502,0.715,0.29
352687,0.282,0.457,0.208
352669,0.386,0.505,0.298
352641,0.407,0.683,0.255
352647,0.405,0.636,0.257
352632,NA,NA,NA
352677,0.306,0.452,0.214
352661,0.326,0.493,0.233
352694,0.272,0.473,0.193
352637,0.448,0.66,0.237
352685,0.27,0.485,0.19
352686,0.27,0.485,0.19
352652,0.404,0.626,0.255
352688,NA,NA,NA
352620,0.491,0.682,0.276
352673,0.377,0.496,0.278
352640,0.429,0.635,0.23
352658,0.387,0.581,0.252
352615,0.533,0.795,0.27
352689,NA,NA,NA
352670,0.359,0.479,0.265
352692,NA,NA,NA
352695,0.311,0.497,0.21
352657,0.315,0.468,0.182
352638,0.425,0.739,0.256
352699,0.39,0.559,0.238
352676,0.284,0.482,0.197
352666,0.311,0.497,0.21
352663,0.387,0.554,0.238
352639,0.449,0.66,0.237
352610,0.406,0.53,0.285
352683,0.349,0.46,0.254
352672,0.311,0.497,0.21
352668,0.374,0.495,0.271
352675,0.376,0.501,0.263
352612,NA,NA,NA
352674,0.386,0.505,0.298
13930,NA,NA,NA
352649,0.413,0.593,0.25
352648,0.414,0.602,0.252
352646,0.409,0.606,0.239
352644,0.398,0.594,0.231
352660,0.331,0.514,0.229
352682,0.368,0.477,0.26
352693,0.282,0.457,0.208
352611,0.405,0.535,0.288
352635,NA,NA,NA
352653,0.414,0.602,0.253
352605,0.532,0.735,0.279
352655,0.38,0.566,0.226
352634,0.431,0.685,0.25
352659,0.306,0.459,0.183
352662,0.371,0.519,0.258
352656,0.323,0.457,0.215
352618,0.394,0.618,0.189
352626,0.373,0.475,0.262
352698,0.306,0.458,0.183
352671,0.359,0.479,0.265
352643,0.44,0.652,0.232
352696,NA,NA,NA
352697,NA,NA,NA
352636,0.404,0.644,0.232
352654,0.409,0.619,0.247
352630,NA,NA,NA
352608,0.405,0.535,0.288
352684,0.27,0.485,0.19
352679,0.352,0.468,0.254
352645,0.344,0.488,0.203
352678,0.295,0.481,0.202
352691,NA,NA,NA
352665,0.273,0.491,0.155
352642,0.4,0.615,0.227
352680,0.289,0.425,0.214
352681,0.282,0.454,0.207
352664,0.344,0.497,0.272
352651,0.409,0.619,0.247
300815,0.326,0.438,0.192
2342,0.189,0.311,0.109
29387,0.24,0.312,0.197
300779,0.219,0.317,0.19
300786,0.247,0.4,0.169
555512165,0.366,0.541,0.274
29359,0.244,0.281,0.209
36448,0.198,0.339,0.13
36610,0.306,0.397,0.19
40678,0.244,0.325,0.19
303943,0.21,0.335,0.135
40838,0.23,0.302,0.176
36267,0.203,0.336,0.144
36772,0.253,0.423,0.153
36927,0.338,0.452,0.249
3230,0.356,0.458,0.27
36218,0.242,0.395,0.129
36493,0.158,0.246,0.119
36270,0.179,0.318,0.13
36406,0.182,0.228,0.151
36424,0.208,0.242,0.162
36231,0.21,0.34,0.134
36755,0.27,0.36,0.181
36521,0.227,0.293,0.164
20975,0.206,0.338,0.119
36536,0.159,0.244,0.125
29402,0.263,0.302,0.152
26443,0.212,0.346,0.123
26444,0.223,0.368,0.126
342473,0.173,0.214,0.139
36817,0.309,0.409,0.236
29413,0.216,0.252,0.161
37148,0.363,0.477,0.291
29340,0.234,0.283,0.183
36382,0.184,0.227,0.154
36718,0.224,0.318,0.172
36901,0.201,0.276,0.174
36716,0.314,0.39,0.211
36465,0.205,0.322,0.139
36209,0.294,0.404,0.163
36485,0.158,0.246,0.119
36483,0.158,0.246,0.119
36195,0.182,0.248,0.145
36172,0.267,0.4,0.195
36208,0.255,0.375,0.145
36303,0.191,0.256,0.147
7873,0.232,0.269,0.171
36507,0.17,0.308,0.122
36395,0.17,0.208,0.141
36403,0.297,0.384,0.186
36348,0.193,0.363,0.144
36230,0.25,0.367,0.15
36614,0.295,0.381,0.176
29477,0.241,0.369,0.207
300749,0.219,0.304,0.197
36851,0.256,0.437,0.155
5153,0.179,0.303,0.128
555512168,0.246,0.314,0.202
29990,0.39,0.464,0.324
36885,0.368,0.447,0.275
36237,0.181,0.315,0.125
36912,0.286,0.341,0.199
36686,0.321,0.404,0.199
36643,0.237,0.346,0.159
36662,0.192,0.291,0.131
303937,0.18,0.308,0.13
26538,0.238,0.386,0.14
40775,0.364,0.478,0.241
36335,0.188,0.352,0.143
7844,0.208,0.288,0.169
36989,0.208,0.288,0.169
36669,0.217,0.334,0.146
36684,0.231,0.354,0.202
36258,0.207,0.331,0.144
36705,0.21,0.364,0.138
36351,0.188,0.355,0.126
36652,0.195,0.294,0.14
36370,0.163,0.211,0.128
36617,0.196,0.29,0.151
29504,0.279,0.398,0.156
40757,0.384,0.52,0.26
36271,0.179,0.318,0.13
555542335,0.324,0.393,0.264
9171,0.334,0.43,0.266
36477,0.158,0.246,0.119
36452,0.197,0.34,0.13
28537,0.173,0.354,0.133
303922,0.415,0.564,0.333
29516,0.377,0.546,0.301
36175,0.209,0.363,0.152
28563,0.233,0.381,0.15
300780,0.224,0.381,0.19
29414,0.295,0.415,0.235
29581,0.403,0.547,0.319
6950,0.197,0.367,0.126
300894,0.286,0.436,0.212
29597,0.363,0.68,0.304
29355,0.266,0.328,0.231
2321,0.317,0.463,0.149
555512169,0.202,0.258,0.174
29351,0.236,0.297,0.192
9170,0.213,0.295,0.175
36585,0.266,0.351,0.178
36751,0.273,0.358,0.164
36229,0.185,0.32,0.129
36433,0.161,0.248,0.124
36611,0.306,0.397,0.19
902737,0.443,0.519,0.29
29356,0.266,0.328,0.231
29381,0.25,0.331,0.17
68154,NA,NA,NA
36367,0.172,0.227,0.141
36282,0.178,0.299,0.134
36184,0.175,0.229,0.144
29464,0.266,0.332,0.226
36431,0.157,0.249,0.121
62088,0.157,0.249,0.121
36235,0.181,0.315,0.125
36345,0.19,0.341,0.13
36204,0.205,0.33,0.144
36613,0.194,0.226,0.148
36429,0.16,0.279,0.117
36177,0.178,0.319,0.132
555547522,NA,NA,NA
36360,0.173,0.214,0.139
36545,0.209,0.276,0.165
36703,0.151,0.216,0.122
36425,0.228,0.263,0.157
36607,0.199,0.279,0.148
36178,0.234,0.374,0.169
36638,0.272,0.362,0.182
36241,0.181,0.316,0.132
36609,0.306,0.397,0.19
36575,0.184,0.323,0.148
36316,0.195,0.289,0.155
36309,0.193,0.272,0.151
36275,0.181,0.299,0.136
36278,0.181,0.299,0.136
37149,0.332,0.416,0.253
300858,0.317,0.462,0.23
36274,0.182,0.296,0.149
1293,0.29,0.432,0.171
29401,0.27,0.314,0.204
29636,0.221,0.277,0.174
300832,0.229,0.286,0.206
29508,0.264,0.4,0.215
36813,0.309,0.409,0.236
36862,0.328,0.485,0.233
7852,0.353,0.439,0.211
36727,0.353,0.439,0.211
36977,0.252,0.322,0.198
36371,0.163,0.211,0.128
36639,0.272,0.362,0.182
36819,0.279,0.376,0.224
7463,0.299,0.436,0.229
300863,0.305,0.448,0.23
36801,0.326,0.431,0.234
36405,0.278,0.357,0.178
36980,0.26,0.341,0.212
36914,0.313,0.443,0.234
36807,0.324,0.441,0.237
36992,0.228,0.327,0.181
37035,NA,NA,NA
36832,0.252,0.33,0.206
36828,0.231,0.292,0.197
36359,0.264,0.382,0.178
36594,0.261,0.338,0.162
36925,0.345,0.48,0.223
36875,0.352,0.44,0.254
36788,0.233,0.307,0.185
36990,0.277,0.355,0.221
67983,NA,NA,NA
67988,NA,NA,NA
20174,NA,NA,NA
67984,0.265,0.324,0.216
36793,0.212,0.369,0.162
36324,0.175,0.257,0.134
36352,0.2,0.354,0.127
36461,0.153,0.224,0.119
555556056,0.617,0.696,0.549
36944,0.311,0.434,0.224
36838,0.319,0.464,0.245
