WDPAID,median,upper,lower
29615,0.208,0.386,0.144
300794,0.187,0.363,0.142
29417,0.179,0.33,0.16
29380,0.286,0.518,0.183
555556061,0.179,0.262,0.133
28569,0.141,0.286,0.117
36730,0.206,0.284,0.162
29367,0.173,0.269,0.132
555556058,0.158,0.286,0.129
145529,0.256,0.356,0.181
2328,0.203,0.342,0.157
37132,0.205,0.346,0.151
28551,0.148,0.291,0.118
36475,0.123,0.196,0.094
36288,0.197,0.271,0.139
36265,0.177,0.246,0.141
352617,0.271,0.488,0.148
37133,0.129,0.239,0.098
29446,0.212,0.272,0.179
28534,0.152,0.3,0.117
37134,0.113,0.191,0.098
36458,0.132,0.297,0.102
37136,0.146,0.281,0.092
868,NA,NA,NA
903105,0.159,0.204,0.119
7872,0.161,0.211,0.119
36170,0.214,0.342,0.177
36418,0.169,0.233,0.126
300905,0.205,0.289,0.158
300892,0.247,0.36,0.188
36202,0.177,0.246,0.141
31330,0.256,0.356,0.181
300776,0.149,0.263,0.119
29375,0.171,0.247,0.121
40795,0.203,0.301,0.155
37137,0.13,0.237,0.088
36604,0.204,0.297,0.153
29500,0.242,0.36,0.171
36336,0.174,0.352,0.151
32995,0.105,0.193,0.083
29373,0.16,0.281,0.129
352627,0.272,0.477,0.14
40796,0.223,0.325,0.181
40848,0.205,0.302,0.158
40849,0.209,0.33,0.155
300836,0.145,0.256,0.115
36440,0.138,0.217,0.117
300813,0.22,0.403,0.151
28560,0.144,0.243,0.113
29514,0.271,0.42,0.19
303952,0.223,0.357,0.172
40752,0.195,0.304,0.16
40811,0.194,0.287,0.136
303960,0.225,0.361,0.172
40812,0.226,0.362,0.171
672,0.193,0.291,0.135
5150,0.193,0.291,0.135
36233,0.16,0.313,0.121
36598,0.16,0.267,0.118
36692,0.107,0.207,0.081
303948,0.169,0.28,0.118
40730,0.213,0.315,0.168
5168,0.17,0.261,0.09
29394,0.143,0.287,0.115
40798,0.225,0.328,0.182
40797,0.225,0.328,0.182
36374,0.11,0.129,0.094
36269,0.16,0.204,0.12
36468,0.131,0.18,0.106
36900,0.209,0.251,0.163
28536,0.139,0.336,0.109
300797,0.179,0.258,0.143
26462,0.163,0.299,0.128
40863,0.2,0.315,0.164
40814,0.207,0.273,0.161
29535,0.341,0.439,0.254
36496,0.134,0.183,0.106
342670,0.229,0.302,0.154
11609,0.229,0.302,0.154
40835,0.207,0.325,0.16
40834,0.195,0.319,0.13
29983,0.263,0.38,0.203
36361,0.168,0.208,0.14
300861,0.286,0.384,0.187
29585,NA,NA,NA
26441,0.149,0.289,0.086
5155,0.183,0.295,0.147
40864,0.183,0.295,0.146
555512167,0.236,0.343,0.177
300887,0.328,0.456,0.222
40753,0.197,0.318,0.156
40850,0.205,0.297,0.15
40827,0.209,0.33,0.155
40754,0.208,0.336,0.16
4489,0.115,0.206,0.095
36621,0.209,0.311,0.169
303941,0.137,0.229,0.101
36573,0.116,0.218,0.088
29644,0.179,0.257,0.143
40755,0.195,0.268,0.168
40871,0.169,0.294,0.13
36606,0.204,0.297,0.153
40674,0.202,0.314,0.162
29339,0.181,0.257,0.138
300880,0.255,0.356,0.194
313432,0.141,0.286,0.117
597,0.112,0.2,0.087
28545,0.147,0.271,0.122
29419,0.147,0.213,0.11
352619,0.239,0.46,0.145
28561,0.135,0.241,0.099
300768,0.151,0.277,0.11
313430,0.141,0.286,0.117
28562,0.145,0.246,0.114
40856,0.212,0.287,0.163
29497,0.28,0.379,0.18
40731,NA,NA,NA
36763,0.139,0.218,0.115
36397,0.166,0.204,0.137
671,0.153,0.301,0.107
40890,0.161,0.241,0.125
36272,0.166,0.248,0.147
36522,0.143,0.204,0.117
36530,0.154,0.18,0.127
303953,0.161,0.241,0.125
36768,0.177,0.243,0.15
40854,0.205,0.301,0.155
36508,0.113,0.175,0.079
36499,0.13,0.203,0.115
36226,0.143,0.191,0.113
36400,0.169,0.233,0.126
36535,0.187,0.245,0.112
40887,0.152,0.29,0.107
36294,0.21,0.246,0.146
300726,0.121,0.218,0.085
342659,0.271,0.38,0.176
342661,0.286,0.392,0.192
351088,0.158,0.214,0.098
33049,0.158,0.214,0.098
40828,NA,NA,NA
36631,0.162,0.268,0.126
36726,0.225,0.326,0.192
36688,0.198,0.298,0.136
26507,0.112,0.233,0.084
26535,0.17,0.261,0.104
342671,0.192,0.261,0.127
26536,0.124,0.211,0.097
36651,0.115,0.179,0.092
36649,0.115,0.179,0.092
36412,0.164,0.213,0.118
40892,0.207,0.296,0.168
40675,0.202,0.314,0.162
40774,0.202,0.282,0.156
36844,0.208,0.246,0.18
29424,0.159,0.303,0.131
300739,0.151,0.253,0.12
300778,0.158,0.285,0.132
300783,0.151,0.296,0.107
300784,0.161,0.271,0.129
300787,0.151,0.296,0.107
300788,0.18,0.328,0.128
300791,0.157,0.285,0.113
300792,0.164,0.307,0.128
300802,0.164,0.31,0.13
300804,0.219,0.329,0.155
300805,0.187,0.345,0.147
300741,0.149,0.25,0.113
300806,0.27,0.405,0.169
300811,0.249,0.358,0.163
300812,0.266,0.398,0.166
300816,0.187,0.345,0.147
300817,0.214,0.343,0.164
300819,0.198,0.345,0.153
300820,0.226,0.295,0.161
300822,0.208,0.334,0.164
300823,0.223,0.361,0.173
300827,0.208,0.334,0.164
300755,0.146,0.251,0.11
300828,0.301,0.417,0.202
300830,0.301,0.411,0.203
300831,0.223,0.361,0.173
300833,0.229,0.32,0.155
300834,0.225,0.291,0.155
300835,0.23,0.321,0.156
300837,0.321,0.438,0.218
300839,0.223,0.361,0.173
300840,0.166,0.302,0.127
300843,0.182,0.301,0.14
300756,0.143,0.254,0.106
300844,0.288,0.393,0.182
300846,0.195,0.318,0.146
300847,0.2,0.333,0.146
300848,0.189,0.319,0.145
300849,0.195,0.318,0.146
300851,0.281,0.376,0.184
300852,0.286,0.384,0.187
300854,0.263,0.349,0.176
300855,0.286,0.384,0.187
300856,0.346,0.451,0.239
300770,0.149,0.263,0.119
300857,0.275,0.368,0.176
300859,0.346,0.451,0.239
300860,0.221,0.32,0.163
300864,0.206,0.336,0.155
300865,0.286,0.384,0.187
300890,0.334,0.427,0.25
300891,0.3,0.415,0.208
300900,0.341,0.439,0.254
300901,0.199,0.29,0.149
300912,0.244,0.356,0.173
300772,0.164,0.302,0.108
300926,0.228,0.335,0.165
300928,0.244,0.352,0.178
300929,0.203,0.297,0.139
300933,0.299,0.391,0.227
300934,0.325,0.412,0.236
300937,0.244,0.352,0.178
300938,0.209,0.277,0.157
300939,0.254,0.39,0.179
300940,0.185,0.228,0.143
300944,0.201,0.257,0.137
300773,0.151,0.289,0.104
300945,0.188,0.226,0.127
300951,0.202,0.261,0.138
300952,0.27,0.381,0.194
300953,0.214,0.359,0.162
300954,0.201,0.257,0.137
300956,0.196,0.311,0.131
300959,0.196,0.311,0.131
301724,0.17,0.237,0.138
300774,0.175,0.239,0.133
300777,0.158,0.285,0.132
20171,0.208,0.401,0.168
29462,0.231,0.377,0.197
9545,0.144,0.281,0.085
7523,0.144,0.281,0.085
29463,0.169,0.225,0.125
37009,0.231,0.327,0.195
37010,0.217,0.326,0.188
20299,0.179,0.264,0.155
342673,0.152,0.222,0.102
36340,0.198,0.361,0.174
36354,0.142,0.221,0.11
36228,0.149,0.228,0.121
40840,0.223,0.339,0.176
36438,0.138,0.236,0.113
7863,0.155,0.267,0.117
36583,0.158,0.271,0.117
903106,0.159,0.2,0.129
36225,0.171,0.306,0.136
26442,0.143,0.262,0.108
36717,0.119,0.172,0.095
36415,0.159,0.269,0.121
36251,0.182,0.261,0.146
29352,0.155,0.185,0.088
36234,0.134,0.279,0.098
26553,0.151,0.288,0.088
36291,0.2,0.267,0.134
36207,0.186,0.398,0.131
36456,0.123,0.196,0.097
40676,0.206,0.311,0.171
36344,0.187,0.329,0.169
36199,0.193,0.277,0.142
28570,0.124,0.24,0.102
36318,0.192,0.265,0.132
36194,0.193,0.277,0.142
36250,0.182,0.261,0.146
32999,0.25,0.409,0.206
36478,0.134,0.21,0.105
36633,0.193,0.318,0.147
36659,0.108,0.139,0.08
36322,0.198,0.273,0.171
36387,0.167,0.212,0.133
36243,0.147,0.181,0.121
29404,0.177,0.219,0.136
36410,0.209,0.311,0.169
29379,0.167,0.27,0.147
300966,NA,NA,NA
36588,0.158,0.271,0.117
36567,0.145,0.242,0.11
36200,0.208,0.27,0.135
29594,0.244,0.345,0.18
36665,0.113,0.207,0.096
36196,0.188,0.255,0.129
36380,0.187,0.224,0.156
36381,0.187,0.224,0.156
300850,0.324,0.411,0.235
352622,0.241,0.467,0.148
303954,0.224,0.305,0.18
26449,0.155,0.224,0.122
36854,0.205,0.242,0.175
68153,0.241,0.352,0.196
866,0.257,0.387,0.112
28549,0.153,0.355,0.124
36699,0.113,0.186,0.079
36349,0.138,0.311,0.102
40677,0.233,0.332,0.179
36721,0.225,0.312,0.173
40756,0.191,0.301,0.138
2344,0.147,0.289,0.118
555556066,0.156,0.273,0.126
29499,0.202,0.298,0.145
7517,0.136,0.239,0.096
29484,0.225,0.407,0.174
7518,0.138,0.254,0.103
670,0.173,0.333,0.119
28571,0.144,0.236,0.116
29371,0.171,0.247,0.121
40836,0.224,0.339,0.176
36501,0.14,0.234,0.1
7390,0.303,0.389,0.214
29335,NA,NA,NA
20976,0.132,0.275,0.084
555556065,0.155,0.287,0.131
37144,0.241,0.397,0.176
36185,0.202,0.281,0.171
5161,0.219,0.288,0.197
29391,0.171,0.261,0.128
555556067,0.16,0.28,0.13
2252,0.118,0.222,0.096
2578,0.241,0.326,0.174
68151,0.241,0.326,0.174
29974,0.259,0.354,0.182
36375,0.127,0.168,0.106
19277,0.201,0.343,0.151
29583,0.267,0.38,0.173
36338,0.168,0.298,0.139
36602,0.143,0.191,0.106
300732,0.107,0.139,0.064
29416,0.152,0.244,0.13
352629,0.28,0.469,0.143
36746,0.187,0.264,0.139
40865,0.203,0.301,0.155
36198,0.193,0.277,0.142
300818,0.285,0.366,0.188
36574,0.12,0.215,0.091
36913,0.212,0.246,0.16
40829,0.195,0.34,0.134
29598,0.245,0.368,0.186
36197,0.192,0.272,0.139
36473,0.133,0.165,0.103
33050,0.158,0.216,0.128
36591,0.148,0.263,0.106
36277,0.16,0.241,0.13
37146,0.132,0.275,0.084
342658,0.209,0.319,0.135
36411,0.164,0.213,0.118
303950,0.171,0.285,0.121
36599,0.16,0.267,0.118
36428,0.153,0.189,0.132
36481,0.107,0.207,0.081
36525,0.143,0.204,0.117
36731,0.133,0.185,0.11
36358,0.18,0.22,0.15
36527,0.143,0.204,0.117
36302,0.196,0.246,0.108
36189,0.202,0.281,0.171
36301,0.209,0.252,0.112
36372,0.161,0.203,0.129
29624,0.158,0.285,0.132
36326,0.138,0.179,0.12
9176,0.229,0.41,0.161
36972,NA,NA,NA
36761,0.168,0.232,0.149
7834,0.168,0.284,0.134
40830,NA,NA,NA
300893,0.281,0.423,0.23
300878,0.263,0.378,0.172
36947,0.282,0.424,0.231
300825,0.215,0.252,0.161
36824,0.215,0.252,0.161
36815,0.209,0.267,0.18
36779,0.16,0.267,0.118
36750,0.16,0.267,0.118
37032,0.293,0.327,0.249
36778,0.135,0.252,0.097
36922,0.293,0.381,0.258
36843,0.215,0.252,0.161
37000,0.306,0.368,0.255
37037,0.226,0.37,0.204
300886,0.264,0.351,0.245
36774,0.114,0.248,0.078
36805,0.192,0.267,0.166
36973,0.191,0.245,0.148
36988,0.221,0.272,0.174
36984,0.255,0.357,0.224
300883,0.257,0.347,0.239
37014,0.177,0.263,0.147
36814,0.221,0.286,0.18
300862,0.289,0.394,0.182
37025,0.313,0.427,0.247
300898,0.304,0.402,0.266
36836,0.244,0.283,0.211
36809,0.197,0.289,0.156
40799,0.224,0.311,0.179
36783,0.19,0.213,0.165
40800,0.227,0.315,0.179
40782,0.2,0.313,0.154
36632,0.178,0.295,0.137
37147,0.205,0.289,0.158
36948,0.279,0.375,0.242
342474,0.198,0.291,0.15
9033,0.22,0.267,0.184
36526,0.143,0.204,0.117
36296,0.187,0.224,0.156
7875,0.166,0.204,0.137
36285,0.173,0.263,0.14
555556057,0.188,0.253,0.148
29980,0.261,0.332,0.207
36176,0.21,0.349,0.18
36420,0.143,0.196,0.119
36369,0.161,0.203,0.129
2340,0.128,0.256,0.091
36306,0.209,0.252,0.112
29434,0.149,0.302,0.099
29408,0.171,0.207,0.137
29406,0.157,0.198,0.117
36446,0.127,0.188,0.103
36616,0.145,0.206,0.12
2333,0.281,0.536,0.161
2332,0.274,0.486,0.127
40894,0.224,0.305,0.18
2329,0.199,0.289,0.17
36244,0.152,0.184,0.125
29370,0.173,0.269,0.132
317192,0.207,0.298,0.152
903107,0.118,0.2,0.096
300680,0.203,0.359,0.171
300690,0.16,0.241,0.13
300691,0.161,0.212,0.119
300692,0.16,0.241,0.13
300693,0.173,0.252,0.124
300694,0.183,0.245,0.135
300695,0.181,0.255,0.143
300696,0.181,0.255,0.143
300697,0.181,0.255,0.143
300699,0.166,0.248,0.147
300681,0.203,0.359,0.171
300700,0.176,0.236,0.12
300701,0.173,0.231,0.116
300702,0.14,0.196,0.12
300703,0.134,0.198,0.109
300704,0.161,0.203,0.136
300705,0.137,0.23,0.113
300706,0.161,0.203,0.136
300707,0.161,0.203,0.136
300708,0.161,0.203,0.136
300709,0.168,0.199,0.104
300682,0.203,0.359,0.171
300711,0.162,0.21,0.113
300712,0.159,0.204,0.12
300713,0.168,0.208,0.14
300714,0.164,0.213,0.118
300715,0.172,0.215,0.147
300716,0.134,0.202,0.113
300717,0.176,0.235,0.142
300723,0.116,0.179,0.096
300724,0.137,0.208,0.109
300725,0.137,0.208,0.109
300728,0.123,0.196,0.094
300733,0.159,0.204,0.125
300734,0.159,0.204,0.125
300736,0.135,0.172,0.111
300740,0.154,0.188,0.125
300742,0.159,0.204,0.125
300744,0.159,0.204,0.125
300745,0.159,0.204,0.125
300746,0.159,0.204,0.125
300751,0.107,0.207,0.081
300684,0.168,0.217,0.139
300752,0.135,0.172,0.111
300757,0.145,0.189,0.107
300758,0.169,0.233,0.126
300760,0.115,0.179,0.092
300765,0.169,0.233,0.126
300766,0.108,0.139,0.08
300769,0.169,0.233,0.126
300771,0.169,0.233,0.126
300685,0.168,0.217,0.139
300799,0.139,0.218,0.115
300801,0.176,0.264,0.133
300896,0.3,0.395,0.267
300686,0.187,0.241,0.159
300906,0.3,0.395,0.267
300916,0.3,0.395,0.267
300917,0.267,0.355,0.235
300922,0.268,0.406,0.224
300687,0.21,0.246,0.146
300925,0.268,0.406,0.224
300688,0.185,0.258,0.132
303926,0.258,0.341,0.182
303927,0.258,0.341,0.182
303928,0.25,0.33,0.189
303929,NA,NA,NA
303930,NA,NA,NA
303931,NA,NA,NA
303932,NA,NA,NA
303933,0.263,0.337,0.192
352667,0.196,0.318,0.069
352690,NA,NA,NA
352606,0.286,0.486,0.174
352687,0.194,0.29,0.129
352669,0.297,0.425,0.203
352641,0.285,0.458,0.186
352647,0.286,0.448,0.207
352632,NA,NA,NA
352677,0.204,0.323,0.137
352661,0.249,0.367,0.167
352694,0.174,0.285,0.111
352637,0.242,0.434,0.125
352685,0.174,0.28,0.082
352686,0.174,0.28,0.082
352652,0.277,0.436,0.203
352688,NA,NA,NA
352620,0.252,0.467,0.167
352673,0.287,0.398,0.2
352640,0.205,0.381,0.111
352658,0.281,0.417,0.173
352615,0.305,0.581,0.185
352689,NA,NA,NA
352670,0.263,0.384,0.174
352692,NA,NA,NA
352695,0.227,0.361,0.176
352657,0.257,0.387,0.112
352638,0.314,0.513,0.18
352699,0.286,0.428,0.189
352676,0.2,0.325,0.15
352666,0.227,0.361,0.176
352663,0.285,0.426,0.187
352639,0.242,0.434,0.126
352610,0.235,0.295,0.179
352683,0.273,0.383,0.18
352672,0.227,0.361,0.176
352668,0.288,0.4,0.194
352675,0.306,0.428,0.197
352612,NA,NA,NA
352674,0.297,0.425,0.203
13930,NA,NA,NA
352649,0.262,0.404,0.189
352648,0.254,0.392,0.147
352646,0.238,0.381,0.132
352644,0.275,0.411,0.198
352660,0.232,0.344,0.161
352682,0.28,0.394,0.191
352693,0.194,0.29,0.129
352611,0.243,0.301,0.189
352635,NA,NA,NA
352653,0.254,0.391,0.145
352605,0.305,0.517,0.178
352655,0.208,0.364,0.129
352634,0.296,0.416,0.188
352659,0.207,0.342,0.131
352662,0.259,0.357,0.182
352656,0.227,0.358,0.152
352618,0.237,0.388,0.121
352626,0.244,0.334,0.169
352698,0.207,0.344,0.13
352671,0.263,0.384,0.174
352643,0.23,0.413,0.117
352696,NA,NA,NA
352697,NA,NA,NA
352636,0.267,0.433,0.186
352654,0.287,0.439,0.211
352630,NA,NA,NA
352608,0.243,0.301,0.189
352684,0.174,0.28,0.082
352679,0.28,0.396,0.191
352645,0.203,0.346,0.141
352678,0.211,0.338,0.162
352691,NA,NA,NA
352665,0.196,0.318,0.069
352642,0.267,0.412,0.188
352680,0.193,0.305,0.136
352681,0.191,0.291,0.129
352664,0.269,0.38,0.194
352651,0.287,0.439,0.211
300815,0.186,0.33,0.148
2342,0.135,0.226,0.107
29387,0.144,0.189,0.088
300779,0.158,0.285,0.132
300786,0.174,0.343,0.121
555512165,0.243,0.352,0.197
29359,0.147,0.246,0.121
36448,0.13,0.35,0.1
36610,0.209,0.311,0.169
40678,0.184,0.28,0.142
303943,0.126,0.234,0.098
40838,0.195,0.34,0.134
36267,0.168,0.217,0.139
36772,0.176,0.232,0.15
36927,0.277,0.35,0.257
3230,0.199,0.272,0.141
36218,0.151,0.359,0.11
36493,0.135,0.211,0.106
36270,0.161,0.212,0.119
36406,0.153,0.213,0.124
36424,0.172,0.214,0.109
36231,0.159,0.306,0.119
36755,0.154,0.239,0.122
36521,0.182,0.242,0.137
20975,0.13,0.247,0.098
36536,0.142,0.184,0.12
29402,0.218,0.278,0.148
26443,0.136,0.22,0.095
26444,0.14,0.245,0.096
342473,0.17,0.211,0.146
36817,0.221,0.286,0.18
29413,0.152,0.266,0.113
37148,0.241,0.397,0.176
29340,0.191,0.242,0.107
36382,0.187,0.224,0.156
36718,0.119,0.172,0.095
36901,0.14,0.168,0.122
36716,0.154,0.229,0.104
36465,0.116,0.179,0.096
36209,0.21,0.462,0.147
36485,0.135,0.211,0.106
36483,0.135,0.211,0.106
36195,0.197,0.271,0.139
36172,0.238,0.343,0.201
36208,0.178,0.411,0.135
36303,0.194,0.244,0.116
7873,0.161,0.188,0.107
36507,0.132,0.208,0.093
36395,0.167,0.212,0.145
36403,0.206,0.279,0.16
36348,0.173,0.392,0.144
36230,0.174,0.399,0.127
36614,0.193,0.288,0.148
29477,0.184,0.357,0.15
300749,0.157,0.261,0.132
36851,0.181,0.229,0.149
5153,0.118,0.236,0.088
555512168,0.224,0.319,0.171
29990,0.259,0.354,0.182
36885,0.258,0.341,0.218
36237,0.127,0.188,0.103
36912,0.224,0.267,0.133
36686,0.206,0.379,0.14
36643,0.134,0.185,0.114
36662,0.108,0.139,0.08
303937,0.118,0.19,0.096
26538,0.14,0.248,0.096
40775,0.179,0.258,0.154
36335,0.174,0.352,0.151
7844,0.21,0.251,0.167
36989,0.21,0.251,0.167
36669,0.113,0.207,0.096
36684,0.184,0.27,0.139
36258,0.182,0.261,0.146
36705,0.125,0.211,0.087
36351,0.131,0.238,0.105
36652,0.116,0.15,0.097
36370,0.161,0.203,0.129
36617,0.115,0.179,0.092
29504,0.197,0.279,0.114
40757,0.191,0.301,0.138
36271,0.161,0.212,0.119
555542335,0.255,0.379,0.191
9171,0.262,0.416,0.202
36477,0.135,0.211,0.106
36452,0.131,0.358,0.101
28537,0.139,0.326,0.106
303922,0.271,0.473,0.196
29516,0.275,0.389,0.207
36175,0.225,0.297,0.193
28563,0.144,0.241,0.118
300780,0.165,0.292,0.124
29414,0.185,0.365,0.141
29581,0.316,0.41,0.223
6950,0.119,0.216,0.095
300894,0.191,0.283,0.139
29597,0.278,0.471,0.175
29355,0.154,0.259,0.125
2321,0.188,0.434,0.133
555512169,0.2,0.344,0.159
29351,0.194,0.25,0.116
9170,0.176,0.223,0.128
36585,0.17,0.261,0.132
36751,0.159,0.26,0.117
36229,0.148,0.23,0.12
36433,0.136,0.177,0.116
36611,0.209,0.311,0.169
902737,0.195,0.272,0.158
29356,0.154,0.259,0.125
29381,0.171,0.247,0.121
68154,NA,NA,NA
36367,0.17,0.225,0.137
36282,0.173,0.263,0.14
36184,0.202,0.281,0.171
29464,0.235,0.302,0.188
36431,0.135,0.204,0.11
62088,0.135,0.204,0.11
36235,0.127,0.188,0.103
36345,0.136,0.236,0.113
36204,0.165,0.213,0.135
36613,0.159,0.202,0.124
36429,0.138,0.236,0.113
36177,0.202,0.268,0.176
555547522,NA,NA,NA
36360,0.168,0.208,0.14
36545,0.168,0.215,0.131
36703,0.103,0.133,0.088
36425,0.192,0.239,0.111
36607,0.161,0.24,0.138
36178,0.21,0.369,0.18
36638,0.156,0.241,0.123
36241,0.158,0.196,0.118
36609,0.209,0.311,0.169
36575,0.104,0.173,0.071
36316,0.192,0.265,0.132
36309,0.205,0.272,0.133
36275,0.16,0.241,0.13
36278,0.16,0.241,0.13
37149,0.215,0.275,0.176
300858,0.167,0.261,0.116
36274,0.174,0.238,0.124
1293,0.177,0.33,0.126
29401,0.183,0.305,0.159
29636,0.209,0.249,0.153
300832,0.156,0.238,0.128
29508,0.217,0.3,0.163
36813,0.221,0.286,0.18
36862,0.257,0.304,0.233
7852,0.233,0.351,0.176
36727,0.233,0.351,0.176
36977,0.244,0.353,0.197
36371,0.161,0.203,0.129
36639,0.156,0.241,0.123
36819,0.253,0.336,0.214
7463,0.224,0.272,0.201
300863,0.226,0.28,0.2
36801,0.185,0.276,0.148
36405,0.182,0.263,0.145
36980,0.258,0.368,0.205
36914,0.257,0.335,0.24
36807,0.198,0.279,0.164
36992,0.226,0.259,0.191
37035,NA,NA,NA
36832,0.245,0.31,0.221
36828,0.218,0.258,0.141
36359,0.222,0.34,0.186
36594,0.159,0.269,0.121
36925,0.274,0.356,0.251
36875,0.245,0.331,0.203
36788,0.19,0.213,0.165
36990,0.219,0.327,0.203
67983,NA,NA,NA
67988,NA,NA,NA
20174,NA,NA,NA
67984,0.158,0.214,0.098
36793,0.113,0.169,0.087
36324,0.201,0.262,0.151
36352,0.121,0.219,0.098
36461,0.121,0.177,0.099
555556056,0.223,0.304,0.178
36944,0.279,0.375,0.242
36838,0.228,0.294,0.201
