WDPAID,median,upper,lower
36674,0.297,0.455,0.202
7522,0.494,0.64,0.367
36263,0.39,0.614,0.24
36239,0.404,0.687,0.199
36181,0.355,0.5,0.255
36754,0.358,0.598,0.218
300821,0.462,0.614,0.314
28559,0.376,0.61,0.213
36201,0.336,0.493,0.246
29409,0.586,0.839,0.354
29069,0.583,0.839,0.354
29549,0.336,0.556,0.206
2322,0.495,0.882,0.268
29605,0.3,0.505,0.179
317194,0.468,0.845,0.244
36224,0.45,0.726,0.249
36869,0.385,0.613,0.286
33510,0.281,0.368,0.217
36436,0.237,0.387,0.169
36498,0.273,0.379,0.143
36704,0.346,0.695,0.151
36347,0.43,0.683,0.231
5164,0.34,0.615,0.19
36899,0.273,0.365,0.235
36647,0.274,0.45,0.186
36321,0.319,0.478,0.224
36711,0.387,0.676,0.174
29435,0.251,0.392,0.194
40700,0.471,0.608,0.399
36342,0.42,0.619,0.228
300807,0.312,0.452,0.182
29425,0.316,0.519,0.203
36427,0.291,0.401,0.159
29453,0.341,0.479,0.241
28568,0.382,0.632,0.187
725,0.366,0.463,0.217
40862,0.428,0.644,0.322
29615,0.421,0.655,0.332
300794,0.404,0.621,0.26
29417,0.274,0.381,0.224
29380,0.626,0.721,0.465
555556061,0.389,0.799,0.21
28569,0.358,0.614,0.168
36730,0.406,0.644,0.223
29367,0.334,0.489,0.219
555556058,0.359,0.511,0.193
145529,0.588,0.836,0.37
2328,0.504,0.866,0.269
37132,0.403,0.574,0.264
28551,0.376,0.663,0.168
36475,0.321,0.535,0.141
36288,0.313,0.488,0.24
36265,0.39,0.614,0.24
352617,0.58,0.769,0.308
37133,0.341,0.583,0.18
29446,0.418,0.556,0.303
28534,0.34,0.615,0.175
37134,0.303,0.483,0.2
36458,0.389,0.646,0.177
37136,0.344,0.589,0.22
868,NA,NA,NA
903105,0.353,0.59,0.208
7872,0.354,0.586,0.208
36170,0.446,0.694,0.296
36418,0.358,0.579,0.196
300905,0.448,0.594,0.348
300892,0.506,0.693,0.352
36202,0.39,0.614,0.24
31330,0.588,0.836,0.37
300776,0.315,0.486,0.18
29375,0.281,0.368,0.217
40795,0.439,0.641,0.351
37137,0.324,0.55,0.203
36604,0.416,0.64,0.18
29500,0.483,0.671,0.379
36336,0.423,0.666,0.224
32995,0.273,0.435,0.175
29373,0.32,0.455,0.239
352627,0.594,0.798,0.299
40796,0.476,0.644,0.365
40848,0.444,0.636,0.366
40849,0.378,0.462,0.316
300836,0.366,0.568,0.275
36440,0.305,0.461,0.162
300813,0.434,0.669,0.337
28560,0.396,0.633,0.209
29514,0.507,0.693,0.392
303952,0.482,0.683,0.375
40752,0.469,0.667,0.351
40811,0.477,0.683,0.377
303960,0.483,0.684,0.376
40812,0.484,0.681,0.374
672,0.479,0.693,0.374
5150,0.479,0.693,0.374
36233,0.426,0.711,0.234
36598,0.343,0.622,0.235
36692,0.264,0.484,0.141
303948,0.376,0.637,0.213
40730,0.45,0.599,0.386
5168,0.392,0.788,0.154
29394,0.313,0.468,0.189
40798,0.478,0.648,0.364
40797,0.478,0.648,0.364
36374,0.21,0.398,0.154
36269,0.356,0.588,0.211
36468,0.224,0.338,0.16
36900,0.282,0.339,0.239
28536,0.376,0.678,0.18
300797,0.401,0.574,0.258
26462,0.402,0.62,0.293
40863,0.466,0.655,0.341
40814,0.419,0.555,0.353
29535,0.539,0.728,0.388
36496,0.273,0.379,0.143
342670,0.529,0.774,0.309
11609,0.529,0.774,0.309
40835,0.393,0.473,0.321
40834,0.372,0.441,0.307
29983,0.445,0.542,0.364
36361,0.206,0.284,0.168
300861,0.487,0.704,0.322
29585,NA,NA,NA
26441,0.349,0.602,0.238
5155,0.436,0.647,0.328
40864,0.437,0.647,0.329
555512167,0.419,0.558,0.323
300887,0.516,0.682,0.347
40753,0.477,0.683,0.366
40850,0.399,0.504,0.33
40827,0.378,0.462,0.316
40754,0.478,0.682,0.368
4489,0.315,0.481,0.149
36621,0.405,0.613,0.2
303941,0.362,0.585,0.173
36573,0.292,0.507,0.183
29644,0.401,0.573,0.258
40755,0.459,0.643,0.343
40871,0.379,0.62,0.297
36606,0.416,0.64,0.18
40674,0.435,0.628,0.365
29339,0.325,0.464,0.241
300880,0.501,0.68,0.37
313432,0.358,0.614,0.168
597,0.318,0.542,0.14
28545,0.362,0.6,0.177
29419,0.252,0.39,0.197
352619,0.553,0.731,0.329
28561,0.39,0.615,0.209
300768,0.315,0.515,0.187
313430,0.358,0.614,0.168
28562,0.404,0.651,0.205
40856,0.429,0.597,0.361
29497,0.496,0.668,0.364
40731,NA,NA,NA
36763,0.33,0.585,0.223
36397,0.218,0.281,0.173
671,0.353,0.591,0.25
40890,0.338,0.464,0.27
36272,0.318,0.516,0.217
36522,0.19,0.266,0.147
36530,0.222,0.267,0.163
303953,0.338,0.464,0.27
36768,0.344,0.552,0.241
40854,0.453,0.607,0.372
36508,0.288,0.522,0.131
36499,0.269,0.437,0.155
36226,0.35,0.588,0.212
36400,0.358,0.579,0.196
36535,0.247,0.313,0.162
40887,0.381,0.604,0.274
36294,0.289,0.448,0.24
300726,0.34,0.588,0.162
342659,0.589,0.857,0.378
342661,0.596,0.818,0.364
351088,0.301,0.48,0.241
33049,0.301,0.48,0.241
40828,NA,NA,NA
36631,0.383,0.647,0.197
36726,0.416,0.614,0.218
36688,0.409,0.605,0.175
26507,0.332,0.511,0.218
26535,0.408,0.719,0.179
342671,0.461,0.694,0.265
26536,0.334,0.533,0.161
36651,0.274,0.45,0.186
36649,0.274,0.45,0.186
36412,0.295,0.423,0.201
40892,0.469,0.6,0.396
40675,0.435,0.628,0.365
40774,0.439,0.638,0.335
36844,0.358,0.548,0.279
29424,0.293,0.437,0.216
300739,0.302,0.478,0.19
300778,0.325,0.495,0.184
300783,0.351,0.559,0.219
300784,0.339,0.522,0.199
300787,0.351,0.559,0.219
300788,0.36,0.616,0.233
300791,0.369,0.573,0.243
300792,0.398,0.614,0.278
300802,0.394,0.617,0.282
300804,0.42,0.662,0.298
300805,0.402,0.629,0.304
300741,0.315,0.546,0.199
300806,0.457,0.694,0.305
300811,0.452,0.688,0.304
300812,0.468,0.713,0.347
300816,0.402,0.629,0.304
300817,0.436,0.655,0.312
300819,0.424,0.639,0.323
300820,0.36,0.53,0.247
300822,0.436,0.646,0.332
300823,0.452,0.678,0.319
300827,0.436,0.646,0.332
300755,0.329,0.607,0.213
300828,0.513,0.722,0.344
300830,0.486,0.753,0.314
300831,0.452,0.678,0.319
300833,0.462,0.613,0.314
300834,0.362,0.535,0.256
300835,0.462,0.614,0.314
300837,0.517,0.7,0.364
300839,0.452,0.678,0.319
300840,0.491,0.682,0.379
300843,0.495,0.702,0.37
300756,0.318,0.599,0.211
300844,0.51,0.663,0.35
300846,0.509,0.714,0.381
300847,0.565,0.703,0.398
300848,0.53,0.707,0.397
300849,0.509,0.714,0.381
300851,0.483,0.7,0.321
300852,0.487,0.704,0.322
300854,0.505,0.706,0.355
300855,0.487,0.704,0.322
300856,0.523,0.728,0.36
300770,0.315,0.486,0.18
300857,0.515,0.665,0.359
300859,0.523,0.728,0.36
300860,0.479,0.663,0.341
300864,0.516,0.695,0.397
300865,0.487,0.704,0.322
300890,0.52,0.715,0.35
300891,0.519,0.695,0.4
300900,0.539,0.728,0.388
300901,0.471,0.692,0.344
300912,0.507,0.701,0.358
300772,0.34,0.593,0.227
300926,0.474,0.666,0.363
300928,0.512,0.714,0.395
300929,0.451,0.661,0.324
300933,0.576,0.721,0.417
300934,0.58,0.732,0.416
300937,0.512,0.714,0.395
300938,0.398,0.514,0.303
300939,0.547,0.717,0.405
300940,0.372,0.467,0.207
300944,0.366,0.463,0.217
300773,0.33,0.555,0.201
300945,0.365,0.465,0.18
300951,0.365,0.461,0.221
300952,0.611,0.727,0.438
300953,0.37,0.447,0.3
300954,0.366,0.463,0.217
300956,0.374,0.448,0.299
300959,0.374,0.448,0.299
301724,0.422,0.576,0.301
300774,0.271,0.418,0.198
300777,0.325,0.495,0.184
20171,0.498,0.75,0.286
29462,0.466,0.592,0.348
9545,0.345,0.576,0.221
7523,0.345,0.576,0.222
29463,0.317,0.454,0.233
37009,0.45,0.542,0.361
37010,0.437,0.534,0.35
20299,0.378,0.449,0.293
342673,0.349,0.583,0.244
36340,0.434,0.724,0.243
36354,0.377,0.637,0.175
36228,0.367,0.614,0.212
40840,0.416,0.504,0.332
36438,0.302,0.461,0.166
7863,0.351,0.597,0.213
36583,0.357,0.613,0.218
903106,0.374,0.61,0.225
36225,0.428,0.685,0.254
26442,0.339,0.61,0.201
36717,0.269,0.506,0.188
36415,0.363,0.61,0.202
36251,0.381,0.604,0.242
29352,0.265,0.363,0.204
36234,0.404,0.687,0.199
26553,0.349,0.607,0.238
36291,0.319,0.485,0.24
36207,0.439,0.753,0.277
36456,0.289,0.429,0.144
40676,0.441,0.622,0.381
36344,0.429,0.639,0.229
36199,0.369,0.531,0.247
28570,0.318,0.56,0.177
36318,0.335,0.479,0.24
36194,0.369,0.531,0.247
36250,0.381,0.604,0.242
32999,0.462,0.589,0.285
36478,0.281,0.409,0.142
36633,0.408,0.642,0.208
36659,0.271,0.466,0.199
36322,0.414,0.634,0.25
36387,0.222,0.294,0.165
36243,0.354,0.604,0.217
29404,0.261,0.349,0.211
36410,0.405,0.613,0.2
29379,0.26,0.382,0.206
300966,NA,NA,NA
36588,0.357,0.614,0.219
36567,0.344,0.575,0.193
36200,0.336,0.493,0.246
29594,0.515,0.71,0.402
36665,0.297,0.455,0.202
36196,0.341,0.48,0.235
36380,0.254,0.37,0.2
36381,0.254,0.37,0.2
300850,0.519,0.722,0.381
352622,0.564,0.742,0.325
303954,0.485,0.618,0.405
26449,0.334,0.473,0.272
36854,0.368,0.561,0.269
68153,0.44,0.621,0.251
866,0.536,0.754,0.335
28549,0.387,0.668,0.204
36699,0.331,0.614,0.139
36349,0.375,0.62,0.157
40677,0.47,0.666,0.386
36721,0.406,0.626,0.233
40756,0.475,0.686,0.368
2344,0.374,0.658,0.168
555556066,0.393,0.632,0.2
29499,0.475,0.682,0.387
7517,0.343,0.574,0.182
29484,0.551,0.662,0.396
7518,0.341,0.591,0.19
670,0.399,0.637,0.27
28571,0.367,0.589,0.204
29371,0.281,0.368,0.217
40836,0.416,0.503,0.332
36501,0.364,0.629,0.151
7390,0.521,0.726,0.405
29335,NA,NA,NA
20976,0.323,0.539,0.233
555556065,0.38,0.544,0.197
37144,0.447,0.592,0.301
36185,0.319,0.47,0.232
5161,0.381,0.522,0.31
29391,0.31,0.453,0.226
555556067,0.384,0.594,0.203
2252,0.35,0.579,0.143
2578,0.424,0.548,0.335
68151,0.424,0.548,0.335
29974,0.426,0.526,0.356
36375,0.216,0.37,0.15
19277,0.419,0.607,0.267
29583,0.622,0.732,0.446
36338,0.411,0.694,0.197
36602,0.331,0.544,0.2
300732,0.221,0.37,0.154
29416,0.266,0.402,0.19
352629,0.621,0.83,0.309
36746,0.374,0.628,0.254
40865,0.439,0.641,0.351
36198,0.369,0.531,0.247
300818,0.494,0.684,0.35
36574,0.306,0.524,0.198
36913,0.318,0.368,0.24
40829,0.374,0.435,0.309
29598,0.507,0.695,0.386
36197,0.365,0.521,0.246
36473,0.269,0.39,0.14
33050,0.377,0.617,0.23
36591,0.329,0.606,0.224
36277,0.322,0.53,0.21
37146,0.323,0.539,0.233
342658,0.514,0.818,0.356
36411,0.295,0.423,0.201
303950,0.377,0.639,0.218
36599,0.343,0.622,0.235
36428,0.31,0.482,0.186
36481,0.264,0.484,0.141
36525,0.19,0.266,0.147
36731,0.322,0.521,0.219
36358,0.254,0.371,0.201
36527,0.19,0.266,0.147
36302,0.297,0.483,0.228
36189,0.319,0.47,0.232
36301,0.29,0.457,0.234
36372,0.202,0.275,0.152
29624,0.325,0.495,0.184
36326,0.247,0.402,0.163
9176,0.578,0.679,0.428
36972,NA,NA,NA
36761,0.327,0.531,0.213
7834,0.354,0.576,0.244
40830,NA,NA,NA
300893,0.465,0.57,0.399
300878,0.5,0.673,0.375
36947,0.465,0.571,0.399
300825,0.346,0.484,0.254
36824,0.346,0.484,0.254
36815,0.387,0.548,0.303
36779,0.343,0.622,0.235
36750,0.343,0.622,0.235
37032,0.411,0.493,0.342
36778,0.319,0.579,0.214
36922,0.474,0.653,0.359
36843,0.346,0.484,0.254
37000,0.441,0.506,0.372
37037,0.411,0.546,0.324
300886,0.439,0.572,0.36
36774,0.296,0.558,0.203
36805,0.386,0.563,0.293
36973,0.352,0.421,0.244
36988,0.382,0.447,0.298
36984,0.423,0.515,0.361
300883,0.428,0.563,0.36
37014,0.354,0.403,0.271
36814,0.415,0.571,0.323
300862,0.511,0.664,0.351
37025,0.506,0.607,0.437
300898,0.504,0.632,0.417
36836,0.434,0.566,0.352
36809,0.422,0.602,0.289
40799,0.447,0.629,0.359
36783,0.33,0.497,0.228
40800,0.447,0.63,0.36
40782,0.424,0.635,0.334
36632,0.39,0.643,0.204
37147,0.448,0.594,0.348
36948,0.457,0.594,0.385
342474,0.413,0.639,0.181
9033,0.443,0.537,0.302
36526,0.19,0.266,0.147
36296,0.254,0.37,0.2
7875,0.217,0.281,0.173
36285,0.322,0.507,0.219
555556057,0.397,0.791,0.238
29980,0.402,0.52,0.312
36176,0.449,0.716,0.267
36420,0.236,0.375,0.165
36369,0.202,0.275,0.152
2340,0.345,0.551,0.244
36306,0.29,0.457,0.234
29434,0.372,0.607,0.204
29408,0.37,0.624,0.238
29406,0.352,0.6,0.224
36446,0.336,0.578,0.179
36616,0.237,0.387,0.168
2333,0.576,0.779,0.308
2332,0.595,0.826,0.305
40894,0.485,0.618,0.405
2329,0.445,0.831,0.235
36244,0.361,0.609,0.226
29370,0.334,0.489,0.219
317192,0.473,0.849,0.266
903107,0.313,0.531,0.196
300680,0.449,0.695,0.278
300690,0.322,0.53,0.21
300691,0.354,0.586,0.208
300692,0.322,0.53,0.21
300693,0.3,0.44,0.208
300694,0.294,0.475,0.212
300695,0.278,0.461,0.208
300696,0.278,0.461,0.208
300697,0.278,0.461,0.208
300699,0.318,0.516,0.217
300681,0.449,0.695,0.278
300700,0.303,0.466,0.217
300701,0.297,0.453,0.212
300702,0.289,0.408,0.158
300703,0.32,0.514,0.159
300704,0.293,0.41,0.189
300705,0.3,0.457,0.164
300706,0.293,0.41,0.189
300707,0.293,0.41,0.189
300708,0.293,0.41,0.189
300709,0.238,0.348,0.183
300682,0.449,0.695,0.278
300711,0.254,0.406,0.182
300712,0.251,0.402,0.187
300713,0.206,0.284,0.168
300714,0.295,0.423,0.201
300715,0.221,0.274,0.167
300716,0.269,0.388,0.163
300717,0.207,0.263,0.159
300723,0.322,0.546,0.174
300724,0.35,0.638,0.17
300725,0.35,0.638,0.17
300728,0.321,0.535,0.141
300733,0.198,0.259,0.156
300734,0.198,0.259,0.156
300736,0.219,0.305,0.145
300740,0.233,0.273,0.155
300742,0.198,0.259,0.156
300744,0.198,0.259,0.156
300745,0.198,0.259,0.156
300746,0.198,0.259,0.156
300751,0.264,0.484,0.141
300684,0.386,0.609,0.237
300752,0.219,0.305,0.145
300757,0.331,0.547,0.196
300758,0.358,0.579,0.196
300760,0.274,0.45,0.186
300765,0.358,0.579,0.196
300766,0.271,0.466,0.199
300769,0.358,0.579,0.196
300771,0.358,0.579,0.196
300685,0.386,0.609,0.237
300799,0.33,0.585,0.223
300801,0.362,0.607,0.241
300896,0.5,0.608,0.409
300686,0.37,0.561,0.251
300906,0.5,0.608,0.409
300916,0.5,0.608,0.409
300917,0.465,0.602,0.384
300922,0.471,0.614,0.385
300687,0.289,0.448,0.24
300925,0.471,0.614,0.385
300688,0.319,0.478,0.224
303926,0.405,0.505,0.308
303927,0.405,0.505,0.308
303928,0.392,0.477,0.291
303929,NA,NA,NA
303930,NA,NA,NA
303931,NA,NA,NA
303932,NA,NA,NA
303933,0.406,0.528,0.308
352667,0.498,0.761,0.306
352690,NA,NA,NA
352606,0.521,0.734,0.358
352687,0.493,0.813,0.318
352669,0.615,0.875,0.399
352641,0.567,0.864,0.301
352647,0.608,0.903,0.315
352632,NA,NA,NA
352677,0.545,0.822,0.378
352661,0.567,0.812,0.362
352694,0.493,0.804,0.339
352637,0.642,0.87,0.315
352685,0.467,0.797,0.308
352686,0.467,0.797,0.308
352652,0.608,0.901,0.31
352688,NA,NA,NA
352620,0.554,0.723,0.354
352673,0.603,0.86,0.385
352640,0.61,0.82,0.293
352658,0.594,0.899,0.327
352615,0.585,0.792,0.336
352689,NA,NA,NA
352670,0.587,0.859,0.405
352692,NA,NA,NA
352695,0.561,0.828,0.391
352657,0.536,0.754,0.335
352638,0.578,0.868,0.301
352699,0.602,0.887,0.327
352676,0.53,0.817,0.376
352666,0.561,0.828,0.391
352663,0.6,0.885,0.326
352639,0.642,0.871,0.315
352610,0.499,0.641,0.362
352683,0.589,0.857,0.381
352672,0.561,0.828,0.391
352668,0.599,0.858,0.381
352675,0.6,0.855,0.387
352612,NA,NA,NA
352674,0.615,0.875,0.399
13930,NA,NA,NA
352649,0.626,0.882,0.318
352648,0.635,0.882,0.317
352646,0.625,0.87,0.306
352644,0.619,0.885,0.3
352660,0.585,0.837,0.344
352682,0.585,0.835,0.354
352693,0.493,0.813,0.318
352611,0.505,0.642,0.367
352635,NA,NA,NA
352653,0.636,0.882,0.318
352605,0.542,0.742,0.353
352655,0.602,0.852,0.319
352634,0.597,0.838,0.291
352659,0.545,0.766,0.298
352662,0.612,0.869,0.362
352656,0.545,0.75,0.299
352618,0.579,0.842,0.259
352626,0.484,0.651,0.34
352698,0.544,0.765,0.298
352671,0.587,0.859,0.405
352643,0.627,0.853,0.306
352696,NA,NA,NA
352697,NA,NA,NA
352636,0.595,0.882,0.292
352654,0.623,0.899,0.313
352630,NA,NA,NA
352608,0.505,0.642,0.367
352684,0.467,0.797,0.308
352679,0.588,0.841,0.393
352645,0.546,0.757,0.297
352678,0.543,0.823,0.378
352691,NA,NA,NA
352665,0.498,0.761,0.306
352642,0.6,0.878,0.289
352680,0.509,0.809,0.346
352681,0.492,0.814,0.32
352664,0.596,0.869,0.356
352651,0.623,0.899,0.313
300815,0.396,0.626,0.303
2342,0.333,0.571,0.189
29387,0.286,0.394,0.214
300779,0.325,0.495,0.184
300786,0.369,0.601,0.227
555512165,0.493,0.592,0.363
29359,0.277,0.434,0.197
36448,0.402,0.679,0.185
36610,0.405,0.613,0.2
40678,0.376,0.444,0.315
303943,0.339,0.585,0.177
40838,0.374,0.435,0.309
36267,0.386,0.609,0.237
36772,0.358,0.58,0.26
36927,0.442,0.6,0.346
3230,0.475,0.672,0.307
36218,0.403,0.751,0.206
36493,0.281,0.408,0.142
36270,0.354,0.586,0.208
36406,0.261,0.385,0.192
36424,0.23,0.27,0.185
36231,0.425,0.706,0.232
36755,0.356,0.596,0.218
36521,0.298,0.353,0.155
20975,0.346,0.589,0.182
36536,0.189,0.276,0.145
29402,0.28,0.34,0.206
26443,0.346,0.617,0.167
26444,0.367,0.632,0.169
342473,0.211,0.278,0.167
36817,0.415,0.571,0.323
29413,0.283,0.514,0.145
37148,0.447,0.592,0.301
29340,0.298,0.369,0.214
36382,0.254,0.37,0.2
36718,0.269,0.506,0.188
36901,0.245,0.349,0.171
36716,0.384,0.665,0.17
36465,0.322,0.546,0.174
36209,0.473,0.744,0.303
36485,0.281,0.408,0.142
36483,0.281,0.408,0.142
36195,0.313,0.488,0.24
36172,0.475,0.698,0.334
36208,0.445,0.757,0.265
36303,0.304,0.499,0.227
7873,0.243,0.288,0.159
36507,0.342,0.58,0.143
36395,0.21,0.271,0.164
36403,0.392,0.583,0.194
36348,0.43,0.683,0.231
36230,0.439,0.755,0.259
36614,0.41,0.633,0.183
29477,0.377,0.554,0.229
300749,0.323,0.469,0.178
36851,0.359,0.577,0.263
5153,0.286,0.507,0.168
555512168,0.387,0.494,0.288
29990,0.426,0.526,0.356
36885,0.428,0.637,0.289
36237,0.336,0.578,0.179
36912,0.358,0.427,0.191
36686,0.393,0.567,0.182
36643,0.325,0.532,0.218
36662,0.271,0.466,0.199
303937,0.311,0.505,0.153
26538,0.376,0.655,0.176
40775,0.452,0.634,0.324
36335,0.423,0.666,0.224
7844,0.371,0.439,0.276
36989,0.371,0.439,0.276
36669,0.297,0.455,0.202
36684,0.251,0.335,0.213
36258,0.381,0.604,0.242
36705,0.346,0.695,0.151
36351,0.387,0.636,0.16
36652,0.277,0.485,0.202
36370,0.202,0.275,0.152
36617,0.274,0.45,0.186
29504,0.494,0.64,0.367
40757,0.475,0.686,0.368
36271,0.354,0.586,0.208
555542335,0.423,0.509,0.339
9171,0.459,0.554,0.368
36477,0.281,0.408,0.142
36452,0.406,0.672,0.185
28537,0.367,0.663,0.175
303922,0.462,0.579,0.357
29516,0.553,0.717,0.407
36175,0.445,0.639,0.282
28563,0.383,0.621,0.206
300780,0.338,0.531,0.198
29414,0.373,0.544,0.266
29581,0.53,0.731,0.404
6950,0.358,0.622,0.158
300894,0.47,0.723,0.34
29597,0.581,0.747,0.433
29355,0.295,0.434,0.212
2321,0.519,0.715,0.295
555512169,0.311,0.432,0.221
29351,0.305,0.363,0.209
9170,0.376,0.487,0.279
36585,0.372,0.598,0.205
36751,0.36,0.624,0.213
36229,0.371,0.617,0.212
36433,0.281,0.389,0.151
36611,0.405,0.613,0.2
902737,0.289,0.335,0.204
29356,0.295,0.434,0.212
29381,0.281,0.368,0.217
68154,NA,NA,NA
36367,0.2,0.26,0.155
36282,0.322,0.507,0.219
36184,0.319,0.47,0.232
29464,0.295,0.425,0.249
36431,0.29,0.408,0.148
62088,0.29,0.408,0.148
36235,0.336,0.578,0.179
36345,0.378,0.635,0.181
36204,0.384,0.611,0.238
36613,0.252,0.399,0.189
36429,0.302,0.461,0.166
36177,0.415,0.616,0.254
555547522,NA,NA,NA
36360,0.206,0.284,0.168
36545,0.288,0.342,0.154
36703,0.216,0.394,0.127
36425,0.25,0.305,0.183
36607,0.316,0.433,0.172
36178,0.458,0.714,0.282
36638,0.358,0.598,0.218
36241,0.354,0.599,0.21
36609,0.405,0.613,0.2
36575,0.289,0.432,0.175
36316,0.335,0.479,0.24
36309,0.334,0.492,0.245
36275,0.322,0.53,0.21
36278,0.322,0.53,0.21
37149,0.436,0.546,0.34
300858,0.395,0.566,0.302
36274,0.304,0.461,0.216
1293,0.4,0.633,0.288
29401,0.28,0.366,0.163
29636,0.377,0.472,0.276
300832,0.268,0.382,0.185
29508,0.414,0.547,0.318
36813,0.415,0.571,0.323
36862,0.45,0.613,0.37
7852,0.421,0.629,0.207
36727,0.421,0.629,0.207
36977,0.399,0.463,0.326
36371,0.202,0.275,0.152
36639,0.358,0.598,0.218
36819,0.414,0.514,0.343
7463,0.413,0.582,0.334
300863,0.416,0.592,0.331
36801,0.411,0.6,0.277
36405,0.391,0.611,0.191
36980,0.42,0.491,0.348
36914,0.429,0.554,0.329
36807,0.417,0.6,0.299
36992,0.382,0.474,0.297
37035,NA,NA,NA
36832,0.402,0.495,0.349
36828,0.338,0.482,0.273
36359,0.448,0.54,0.354
36594,0.363,0.61,0.202
36925,0.473,0.596,0.387
36875,0.426,0.639,0.291
36788,0.33,0.497,0.228
36990,0.394,0.531,0.316
67983,NA,NA,NA
67988,NA,NA,NA
20174,NA,NA,NA
67984,0.301,0.48,0.241
36793,0.316,0.465,0.19
36324,0.318,0.46,0.238
36352,0.362,0.594,0.177
36461,0.255,0.402,0.137
555556056,0.446,0.637,0.326
36944,0.457,0.594,0.385
36838,0.427,0.603,0.338
